program_id,recipe_name,ts_minute,batches_created,pieces_processed,weight_processed_g
2,R_120_160_0_0_exact_35,2025-06-05T05:59:00Z,0,26,3558
2,R_120_160_0_0_exact_35,2025-06-05T06:00:00Z,3,114,15207
2,R_120_160_0_0_exact_35,2025-06-05T06:01:00Z,3,116,15321
2,R_120_160_0_0_exact_35,2025-06-05T06:02:00Z,4,111,14605
2,R_120_160_0_0_exact_35,2025-06-05T06:03:00Z,3,122,16280
2,R_120_160_0_0_exact_35,2025-06-05T06:04:00Z,3,121,16129
2,R_120_160_0_0_exact_35,2025-06-05T06:05:00Z,4,95,12453
2,R_120_160_0_0_exact_35,2025-06-05T06:06:00Z,2,112,14808
2,R_120_160_0_0_exact_35,2025-06-05T06:07:00Z,4,106,13944
2,R_120_160_0_0_exact_35,2025-06-05T06:08:00Z,2,72,9518
2,R_120_160_0_0_exact_35,2025-06-05T06:09:00Z,0,10,1303
2,R_120_160_0_0_exact_35,2025-06-05T06:10:00Z,2,68,9025
2,R_120_160_0_0_exact_35,2025-06-05T06:11:00Z,2,91,12124
2,R_120_160_0_0_exact_35,2025-06-05T06:12:00Z,3,94,12599
2,R_120_160_0_0_exact_35,2025-06-05T06:13:00Z,3,79,11019
2,R_120_160_0_0_exact_35,2025-06-05T06:14:00Z,2,87,11709
2,R_120_160_0_0_exact_35,2025-06-05T06:15:00Z,2,107,14277
2,R_120_160_0_0_exact_35,2025-06-05T06:16:00Z,4,110,14554
2,R_120_160_0_0_exact_35,2025-06-05T06:17:00Z,2,99,13479
2,R_120_160_0_0_exact_35,2025-06-05T06:18:00Z,2,69,9935
2,R_120_160_0_0_exact_35,2025-06-05T06:19:00Z,2,54,7939
2,R_120_160_0_0_exact_35,2025-06-05T06:20:00Z,2,62,9267
2,R_120_160_0_0_exact_35,2025-06-05T06:21:00Z,2,49,7391
2,R_120_160_0_0_exact_35,2025-06-05T06:22:00Z,0,44,6742
2,R_120_160_0_0_exact_35,2025-06-05T06:23:00Z,2,57,8524
2,R_120_160_0_0_exact_35,2025-06-05T06:24:00Z,2,49,7159
2,R_120_160_0_0_exact_35,2025-06-05T06:25:00Z,1,46,6781
2,R_120_160_0_0_exact_35,2025-06-05T06:26:00Z,1,62,8809
2,R_120_160_0_0_exact_35,2025-06-05T06:27:00Z,2,58,8474
2,R_120_160_0_0_exact_35,2025-06-05T06:28:00Z,2,37,5610
2,R_120_160_0_0_exact_35,2025-06-05T06:29:00Z,0,45,6813
2,R_120_160_0_0_exact_35,2025-06-05T06:30:00Z,2,47,7151
2,R_120_160_0_0_exact_35,2025-06-05T06:31:00Z,1,33,5040
2,R_120_160_0_0_exact_35,2025-06-05T06:32:00Z,1,29,4412
2,R_120_160_0_0_exact_35,2025-06-05T06:33:00Z,2,58,8909
2,R_120_160_0_0_exact_35,2025-06-05T06:34:00Z,1,50,7488
2,R_120_160_0_0_exact_35,2025-06-05T06:35:00Z,1,50,7364
2,R_120_160_0_0_exact_35,2025-06-05T06:36:00Z,2,48,7182
2,R_120_160_0_0_exact_35,2025-06-05T06:37:00Z,2,58,8668
2,R_120_160_0_0_exact_35,2025-06-05T06:38:00Z,0,48,7152
2,R_120_160_0_0_exact_35,2025-06-05T06:39:00Z,2,39,5934
2,R_120_160_0_0_exact_35,2025-06-05T06:40:00Z,2,50,7611
2,R_120_160_0_0_exact_35,2025-06-05T06:41:00Z,1,58,8835
2,R_120_160_0_0_exact_35,2025-06-05T06:42:00Z,1,54,8267
2,R_120_160_0_0_exact_35,2025-06-05T06:43:00Z,2,59,8949
2,R_120_160_0_0_exact_35,2025-06-05T06:44:00Z,2,51,7683
2,R_120_160_0_0_exact_35,2025-06-05T06:45:00Z,2,59,8851
2,R_120_160_0_0_exact_35,2025-06-05T06:46:00Z,0,49,7473
2,R_120_160_0_0_exact_35,2025-06-05T06:47:00Z,2,57,8640
2,R_120_160_0_0_exact_35,2025-06-05T06:48:00Z,2,45,6862
2,R_120_160_0_0_exact_35,2025-06-05T06:49:00Z,2,65,9837
2,R_120_160_0_0_exact_35,2025-06-05T06:50:00Z,2,66,10064
2,R_120_160_0_0_exact_35,2025-06-05T06:51:00Z,2,70,10518
2,R_120_160_0_0_exact_35,2025-06-05T06:52:00Z,2,61,9258
2,R_120_160_0_0_exact_35,2025-06-05T06:53:00Z,0,59,8888
2,R_120_160_0_0_exact_35,2025-06-05T06:54:00Z,2,63,9436
2,R_120_160_0_0_exact_35,2025-06-05T06:55:00Z,2,62,9399
2,R_120_160_0_0_exact_35,2025-06-05T06:56:00Z,2,31,4651
2,R_120_160_0_0_exact_35,2025-06-05T06:57:00Z,0,53,7979
2,R_120_160_0_0_exact_35,2025-06-05T06:58:00Z,4,86,11941
2,R_120_160_0_0_exact_35,2025-06-05T06:59:00Z,2,92,12851
2,R_120_160_0_0_exact_35,2025-06-05T07:00:00Z,4,112,14973
2,R_120_160_0_0_exact_35,2025-06-05T07:01:00Z,2,114,15630
2,R_120_160_0_0_exact_35,2025-06-05T07:02:00Z,4,104,13839
2,R_120_160_0_0_exact_35,2025-06-05T07:03:00Z,2,103,14500
2,R_120_160_0_0_exact_35,2025-06-05T07:04:00Z,4,115,16198
2,R_120_160_0_0_exact_35,2025-06-05T07:05:00Z,3,119,17149
2,R_120_160_0_0_exact_35,2025-06-05T07:06:00Z,3,109,15427
2,R_120_160_0_0_exact_35,2025-06-05T07:07:00Z,4,126,18078
2,R_120_160_0_0_exact_35,2025-06-05T07:08:00Z,2,111,15648
2,R_120_160_0_0_exact_35,2025-06-05T07:09:00Z,4,108,15304
2,R_120_160_0_0_exact_35,2025-06-05T07:10:00Z,2,104,14642
2,R_120_160_0_0_exact_35,2025-06-05T07:11:00Z,4,111,15661
2,R_120_160_0_0_exact_35,2025-06-05T07:12:00Z,4,114,16159
2,R_120_160_0_0_exact_35,2025-06-05T07:13:00Z,2,108,15257
2,R_120_160_0_0_exact_35,2025-06-05T07:14:00Z,4,98,13903
2,R_120_160_0_0_exact_35,2025-06-05T07:15:00Z,2,109,15627
2,R_120_160_0_0_exact_35,2025-06-05T07:16:00Z,4,112,15913
2,R_120_160_0_0_exact_35,2025-06-05T07:17:00Z,4,124,17691
2,R_120_160_0_0_exact_35,2025-06-05T07:18:00Z,2,132,18850
2,R_120_160_0_0_exact_35,2025-06-05T07:19:00Z,4,119,17027
2,R_120_160_0_0_exact_35,2025-06-05T07:20:00Z,2,80,11765
2,R_120_160_0_0_exact_35,2025-06-05T07:21:00Z,2,55,8312
2,R_120_160_0_0_exact_35,2025-06-05T07:22:00Z,2,57,8468
2,R_120_160_0_0_exact_35,2025-06-05T07:23:00Z,2,59,8919
2,R_120_160_0_0_exact_35,2025-06-05T07:24:00Z,2,74,11073
2,R_120_160_0_0_exact_35,2025-06-05T07:25:00Z,2,71,10660
2,R_120_160_0_0_exact_35,2025-06-05T07:26:00Z,2,79,11474
2,R_120_160_0_0_exact_35,2025-06-05T07:27:00Z,2,82,12096
2,R_120_160_0_0_exact_35,2025-06-05T07:28:00Z,2,68,9916
2,R_120_160_0_0_exact_35,2025-06-05T07:29:00Z,2,66,9830
2,R_120_160_0_0_exact_35,2025-06-05T07:30:00Z,2,62,9505
2,R_120_160_0_0_exact_35,2025-06-05T07:31:00Z,2,65,9830
2,R_120_160_0_0_exact_35,2025-06-05T07:32:00Z,0,44,6730
2,R_120_160_0_0_exact_35,2025-06-05T07:33:00Z,2,40,6021
2,R_120_160_0_0_exact_35,2025-06-05T07:34:00Z,0,24,3652
2,R_120_160_0_0_exact_35,2025-06-05T07:35:00Z,2,25,3768
2,R_120_160_0_0_exact_35,2025-06-05T07:36:00Z,0,19,2830
2,R_120_160_0_0_exact_35,2025-06-05T07:37:00Z,0,17,2560
2,R_120_160_0_0_exact_35,2025-06-05T07:38:00Z,2,43,6446
2,R_120_160_0_0_exact_35,2025-06-05T07:39:00Z,0,22,3358
2,R_120_160_0_0_exact_35,2025-06-05T07:40:00Z,0,16,2407
2,R_120_160_0_0_exact_35,2025-06-05T07:41:00Z,1,10,1543
2,R_120_160_0_0_exact_35,2025-06-05T07:42:00Z,1,8,1204
2,R_120_160_0_0_exact_35,2025-06-05T07:43:00Z,0,8,1210
2,R_120_160_0_0_exact_35,2025-06-05T07:44:00Z,0,7,1090
2,R_120_160_0_0_exact_35,2025-06-05T07:45:00Z,0,7,1072
2,R_120_160_0_0_exact_35,2025-06-05T07:46:00Z,0,4,605
2,R_120_160_0_0_exact_35,2025-06-05T07:47:00Z,0,14,2131
2,R_120_160_0_0_exact_35,2025-06-05T07:48:00Z,0,11,1686
2,R_120_160_0_0_exact_35,2025-06-05T07:49:00Z,1,6,912
2,R_120_160_0_0_exact_35,2025-06-05T07:50:00Z,1,8,1218
2,R_120_160_0_0_exact_35,2025-06-05T07:51:00Z,0,11,1702
2,R_120_160_0_0_exact_35,2025-06-05T07:52:00Z,0,8,1223
2,R_120_160_0_0_exact_35,2025-06-05T07:53:00Z,0,7,1053
2,R_120_160_0_0_exact_35,2025-06-05T07:54:00Z,0,9,1385
2,R_120_160_0_0_exact_35,2025-06-05T07:55:00Z,0,22,3321
2,R_120_160_0_0_exact_35,2025-06-05T07:56:00Z,0,1,155
2,R_120_160_0_0_exact_35,2025-06-05T07:57:00Z,1,3,457
2,R_120_160_0_0_exact_35,2025-06-05T07:58:00Z,0,1,150
2,R_120_160_0_0_exact_35,2025-06-05T07:59:00Z,0,3,425
2,R_120_160_0_0_exact_35,2025-06-05T08:00:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:01:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:02:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:03:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:04:00Z,0,1,159
2,R_120_160_0_0_exact_35,2025-06-05T08:05:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:06:00Z,1,2,314
2,R_120_160_0_0_exact_35,2025-06-05T08:07:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:08:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:09:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:10:00Z,0,1,146
2,R_120_160_0_0_exact_35,2025-06-05T08:11:00Z,0,2,298
2,R_120_160_0_0_exact_35,2025-06-05T08:12:00Z,0,2,249
2,R_120_160_0_0_exact_35,2025-06-05T08:13:00Z,0,3,441
2,R_120_160_0_0_exact_35,2025-06-05T08:14:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:15:00Z,0,1,158
2,R_120_160_0_0_exact_35,2025-06-05T08:16:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:17:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:18:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:19:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:20:00Z,0,0,0
2,R_120_160_0_0_exact_35,2025-06-05T08:21:00Z,0,2,297
2,R_120_160_0_0_exact_35,2025-06-05T08:22:00Z,0,6,923
2,R_120_160_0_0_exact_35,2025-06-05T08:23:00Z,0,3,428
2,R_120_160_0_0_exact_35,2025-06-05T08:24:00Z,0,4,593
2,R_120_160_0_0_exact_35,2025-06-05T08:25:00Z,0,6,916
2,R_120_160_0_0_exact_35,2025-06-05T08:26:00Z,0,6,869
2,R_120_160_0_0_exact_35,2025-06-05T08:27:00Z,0,2,301
2,R_120_160_0_0_exact_35,2025-06-05T08:28:00Z,0,3,473
2,R_120_160_0_0_exact_35,2025-06-05T08:29:00Z,0,10,1532
2,R_120_160_0_0_exact_35,2025-06-05T08:30:00Z,2,24,3661
2,R_120_160_0_0_exact_35,2025-06-05T08:31:00Z,0,24,3741
2,R_120_160_0_0_exact_35,2025-06-05T08:32:00Z,0,28,4308
2,R_120_160_0_0_exact_35,2025-06-05T08:33:00Z,2,25,3829
2,R_120_160_0_0_exact_35,2025-06-05T08:34:00Z,0,35,5302
2,R_120_160_0_0_exact_35,2025-06-05T08:35:00Z,2,37,5620
2,R_120_160_0_0_exact_35,2025-06-05T08:36:00Z,0,39,5952
2,R_120_160_0_0_exact_35,2025-06-05T08:37:00Z,2,26,3993
2,R_120_160_0_0_exact_35,2025-06-05T08:38:00Z,0,36,5494
2,R_120_160_0_0_exact_35,2025-06-05T08:39:00Z,2,32,4946
2,R_120_160_0_0_exact_35,2025-06-05T08:40:00Z,0,24,3612
2,R_120_160_0_0_exact_35,2025-06-05T08:41:00Z,0,18,2760
2,R_120_160_0_0_exact_35,2025-06-05T08:42:00Z,2,24,3660
2,R_120_160_0_0_exact_35,2025-06-05T08:43:00Z,0,28,4190
2,R_120_160_0_0_exact_35,2025-06-05T08:44:00Z,2,56,8183
2,R_120_160_0_0_exact_35,2025-06-05T08:45:00Z,2,69,9881
2,R_120_160_0_0_exact_35,2025-06-05T08:46:00Z,2,93,13499
2,R_120_160_0_0_exact_35,2025-06-05T08:47:00Z,2,90,13057
2,R_120_160_0_0_exact_35,2025-06-05T08:48:00Z,4,92,13182
2,R_120_160_0_0_exact_35,2025-06-05T08:49:00Z,2,100,14458
2,R_120_160_0_0_exact_35,2025-06-05T08:50:00Z,2,26,3800
2,R_160_200_0_0_exact_25,2025-06-05T05:59:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:00:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:01:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:02:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:03:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:04:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:05:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:06:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:07:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:08:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:09:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:10:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:11:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:12:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T06:13:00Z,0,37,6216
2,R_160_200_0_0_exact_25,2025-06-05T06:14:00Z,2,34,5769
2,R_160_200_0_0_exact_25,2025-06-05T06:15:00Z,0,8,1329
2,R_160_200_0_0_exact_25,2025-06-05T06:16:00Z,0,9,1573
2,R_160_200_0_0_exact_25,2025-06-05T06:17:00Z,2,15,2554
2,R_160_200_0_0_exact_25,2025-06-05T06:18:00Z,2,66,11144
2,R_160_200_0_0_exact_25,2025-06-05T06:19:00Z,2,76,12891
2,R_160_200_0_0_exact_25,2025-06-05T06:20:00Z,4,60,10204
2,R_160_200_0_0_exact_25,2025-06-05T06:21:00Z,2,86,14725
2,R_160_200_0_0_exact_25,2025-06-05T06:22:00Z,4,96,16317
2,R_160_200_0_0_exact_25,2025-06-05T06:23:00Z,4,75,12715
2,R_160_200_0_0_exact_25,2025-06-05T06:24:00Z,2,81,13759
2,R_160_200_0_0_exact_25,2025-06-05T06:25:00Z,4,83,14113
2,R_160_200_0_0_exact_25,2025-06-05T06:26:00Z,2,56,9473
2,R_160_200_0_0_exact_25,2025-06-05T06:27:00Z,4,82,13928
2,R_160_200_0_0_exact_25,2025-06-05T06:28:00Z,4,97,16489
2,R_160_200_0_0_exact_25,2025-06-05T06:29:00Z,3,88,14891
2,R_160_200_0_0_exact_25,2025-06-05T06:30:00Z,3,81,13815
2,R_160_200_0_0_exact_25,2025-06-05T06:31:00Z,4,106,17998
2,R_160_200_0_0_exact_25,2025-06-05T06:32:00Z,5,110,18683
2,R_160_200_0_0_exact_25,2025-06-05T06:33:00Z,4,83,14160
2,R_160_200_0_0_exact_25,2025-06-05T06:34:00Z,2,72,12135
2,R_160_200_0_0_exact_25,2025-06-05T06:35:00Z,2,69,11638
2,R_160_200_0_0_exact_25,2025-06-05T06:36:00Z,4,78,13279
2,R_160_200_0_0_exact_25,2025-06-05T06:37:00Z,2,74,12524
2,R_160_200_0_0_exact_25,2025-06-05T06:38:00Z,4,83,13965
2,R_160_200_0_0_exact_25,2025-06-05T06:39:00Z,4,76,12920
2,R_160_200_0_0_exact_25,2025-06-05T06:40:00Z,2,89,15112
2,R_160_200_0_0_exact_25,2025-06-05T06:41:00Z,4,80,13487
2,R_160_200_0_0_exact_25,2025-06-05T06:42:00Z,4,82,13934
2,R_160_200_0_0_exact_25,2025-06-05T06:43:00Z,2,77,12977
2,R_160_200_0_0_exact_25,2025-06-05T06:44:00Z,4,96,16268
2,R_160_200_0_0_exact_25,2025-06-05T06:45:00Z,4,85,14561
2,R_160_200_0_0_exact_25,2025-06-05T06:46:00Z,4,89,15088
2,R_160_200_0_0_exact_25,2025-06-05T06:47:00Z,2,88,14869
2,R_160_200_0_0_exact_25,2025-06-05T06:48:00Z,4,93,15720
2,R_160_200_0_0_exact_25,2025-06-05T06:49:00Z,4,75,12717
2,R_160_200_0_0_exact_25,2025-06-05T06:50:00Z,2,77,12934
2,R_160_200_0_0_exact_25,2025-06-05T06:51:00Z,4,75,12586
2,R_160_200_0_0_exact_25,2025-06-05T06:52:00Z,3,81,13561
2,R_160_200_0_0_exact_25,2025-06-05T06:53:00Z,3,69,11575
2,R_160_200_0_0_exact_25,2025-06-05T06:54:00Z,2,70,11816
2,R_160_200_0_0_exact_25,2025-06-05T06:55:00Z,3,76,12805
2,R_160_200_0_0_exact_25,2025-06-05T06:56:00Z,2,50,8475
2,R_160_200_0_0_exact_25,2025-06-05T06:57:00Z,4,85,14402
2,R_160_200_0_0_exact_25,2025-06-05T06:58:00Z,2,45,7618
2,R_160_200_0_0_exact_25,2025-06-05T06:59:00Z,1,29,4970
2,R_160_200_0_0_exact_25,2025-06-05T07:00:00Z,0,6,983
2,R_160_200_0_0_exact_25,2025-06-05T07:01:00Z,0,5,818
2,R_160_200_0_0_exact_25,2025-06-05T07:02:00Z,0,8,1329
2,R_160_200_0_0_exact_25,2025-06-05T07:03:00Z,1,16,2664
2,R_160_200_0_0_exact_25,2025-06-05T07:04:00Z,1,10,1660
2,R_160_200_0_0_exact_25,2025-06-05T07:05:00Z,0,12,1987
2,R_160_200_0_0_exact_25,2025-06-05T07:06:00Z,1,17,2868
2,R_160_200_0_0_exact_25,2025-06-05T07:07:00Z,0,10,1641
2,R_160_200_0_0_exact_25,2025-06-05T07:08:00Z,1,15,2510
2,R_160_200_0_0_exact_25,2025-06-05T07:09:00Z,0,16,2700
2,R_160_200_0_0_exact_25,2025-06-05T07:10:00Z,1,19,3163
2,R_160_200_0_0_exact_25,2025-06-05T07:11:00Z,0,6,976
2,R_160_200_0_0_exact_25,2025-06-05T07:12:00Z,1,12,1994
2,R_160_200_0_0_exact_25,2025-06-05T07:13:00Z,0,19,3195
2,R_160_200_0_0_exact_25,2025-06-05T07:14:00Z,1,19,3177
2,R_160_200_0_0_exact_25,2025-06-05T07:15:00Z,1,18,3018
2,R_160_200_0_0_exact_25,2025-06-05T07:16:00Z,0,14,2337
2,R_160_200_0_0_exact_25,2025-06-05T07:17:00Z,1,10,1643
2,R_160_200_0_0_exact_25,2025-06-05T07:18:00Z,1,9,1477
2,R_160_200_0_0_exact_25,2025-06-05T07:19:00Z,0,15,2511
2,R_160_200_0_0_exact_25,2025-06-05T07:20:00Z,2,57,9545
2,R_160_200_0_0_exact_25,2025-06-05T07:21:00Z,3,75,12593
2,R_160_200_0_0_exact_25,2025-06-05T07:22:00Z,3,79,13282
2,R_160_200_0_0_exact_25,2025-06-05T07:23:00Z,3,76,12795
2,R_160_200_0_0_exact_25,2025-06-05T07:24:00Z,3,67,11256
2,R_160_200_0_0_exact_25,2025-06-05T07:25:00Z,3,71,11900
2,R_160_200_0_0_exact_25,2025-06-05T07:26:00Z,2,51,8561
2,R_160_200_0_0_exact_25,2025-06-05T07:27:00Z,1,38,6438
2,R_160_200_0_0_exact_25,2025-06-05T07:28:00Z,3,63,10540
2,R_160_200_0_0_exact_25,2025-06-05T07:29:00Z,3,73,12374
2,R_160_200_0_0_exact_25,2025-06-05T07:30:00Z,3,77,13001
2,R_160_200_0_0_exact_25,2025-06-05T07:31:00Z,3,73,12338
2,R_160_200_0_0_exact_25,2025-06-05T07:32:00Z,3,80,13454
2,R_160_200_0_0_exact_25,2025-06-05T07:33:00Z,4,89,15474
2,R_160_200_0_0_exact_25,2025-06-05T07:34:00Z,4,107,18988
2,R_160_200_0_0_exact_25,2025-06-05T07:35:00Z,4,101,17770
2,R_160_200_0_0_exact_25,2025-06-05T07:36:00Z,5,117,20773
2,R_160_200_0_0_exact_25,2025-06-05T07:37:00Z,4,105,18638
2,R_160_200_0_0_exact_25,2025-06-05T07:38:00Z,3,83,14578
2,R_160_200_0_0_exact_25,2025-06-05T07:39:00Z,4,110,19461
2,R_160_200_0_0_exact_25,2025-06-05T07:40:00Z,4,109,19579
2,R_160_200_0_0_exact_25,2025-06-05T07:41:00Z,6,124,22165
2,R_160_200_0_0_exact_25,2025-06-05T07:42:00Z,6,128,22954
2,R_160_200_0_0_exact_25,2025-06-05T07:43:00Z,4,122,21842
2,R_160_200_0_0_exact_25,2025-06-05T07:44:00Z,4,125,22438
2,R_160_200_0_0_exact_25,2025-06-05T07:45:00Z,6,123,22119
2,R_160_200_0_0_exact_25,2025-06-05T07:46:00Z,4,128,23015
2,R_160_200_0_0_exact_25,2025-06-05T07:47:00Z,6,118,21067
2,R_160_200_0_0_exact_25,2025-06-05T07:48:00Z,4,124,22068
2,R_160_200_0_0_exact_25,2025-06-05T07:49:00Z,6,121,21597
2,R_160_200_0_0_exact_25,2025-06-05T07:50:00Z,4,111,19689
2,R_160_200_0_0_exact_25,2025-06-05T07:51:00Z,4,118,21282
2,R_160_200_0_0_exact_25,2025-06-05T07:52:00Z,6,120,21352
2,R_160_200_0_0_exact_25,2025-06-05T07:53:00Z,4,112,19896
2,R_160_200_0_0_exact_25,2025-06-05T07:54:00Z,5,127,22248
2,R_160_200_0_0_exact_25,2025-06-05T07:55:00Z,4,99,17668
2,R_160_200_0_0_exact_25,2025-06-05T07:56:00Z,3,78,14582
2,R_160_200_0_0_exact_25,2025-06-05T07:57:00Z,3,76,14405
2,R_160_200_0_0_exact_25,2025-06-05T07:58:00Z,3,67,12622
2,R_160_200_0_0_exact_25,2025-06-05T07:59:00Z,2,69,13029
2,R_160_200_0_0_exact_25,2025-06-05T08:00:00Z,4,72,13759
2,R_160_200_0_0_exact_25,2025-06-05T08:01:00Z,2,65,12274
2,R_160_200_0_0_exact_25,2025-06-05T08:02:00Z,2,53,10132
2,R_160_200_0_0_exact_25,2025-06-05T08:03:00Z,2,34,6424
2,R_160_200_0_0_exact_25,2025-06-05T08:04:00Z,1,39,7391
2,R_160_200_0_0_exact_25,2025-06-05T08:05:00Z,3,52,9905
2,R_160_200_0_0_exact_25,2025-06-05T08:06:00Z,2,52,9799
2,R_160_200_0_0_exact_25,2025-06-05T08:07:00Z,0,39,7428
2,R_160_200_0_0_exact_25,2025-06-05T08:08:00Z,3,52,9745
2,R_160_200_0_0_exact_25,2025-06-05T08:09:00Z,1,46,8672
2,R_160_200_0_0_exact_25,2025-06-05T08:10:00Z,2,40,7566
2,R_160_200_0_0_exact_25,2025-06-05T08:11:00Z,2,57,10715
2,R_160_200_0_0_exact_25,2025-06-05T08:12:00Z,2,53,9991
2,R_160_200_0_0_exact_25,2025-06-05T08:13:00Z,4,60,11358
2,R_160_200_0_0_exact_25,2025-06-05T08:14:00Z,2,55,10433
2,R_160_200_0_0_exact_25,2025-06-05T08:15:00Z,2,58,11147
2,R_160_200_0_0_exact_25,2025-06-05T08:16:00Z,2,76,14360
2,R_160_200_0_0_exact_25,2025-06-05T08:17:00Z,4,73,13830
2,R_160_200_0_0_exact_25,2025-06-05T08:18:00Z,3,84,15832
2,R_160_200_0_0_exact_25,2025-06-05T08:19:00Z,3,62,11915
2,R_160_200_0_0_exact_25,2025-06-05T08:20:00Z,2,59,11223
2,R_160_200_0_0_exact_25,2025-06-05T08:21:00Z,3,77,14443
2,R_160_200_0_0_exact_25,2025-06-05T08:22:00Z,3,70,13059
2,R_160_200_0_0_exact_25,2025-06-05T08:23:00Z,2,77,14434
2,R_160_200_0_0_exact_25,2025-06-05T08:24:00Z,4,69,12854
2,R_160_200_0_0_exact_25,2025-06-05T08:25:00Z,4,97,18005
2,R_160_200_0_0_exact_25,2025-06-05T08:26:00Z,2,79,14763
2,R_160_200_0_0_exact_25,2025-06-05T08:27:00Z,2,40,7578
2,R_160_200_0_0_exact_25,2025-06-05T08:28:00Z,3,71,13355
2,R_160_200_0_0_exact_25,2025-06-05T08:29:00Z,3,87,15864
2,R_160_200_0_0_exact_25,2025-06-05T08:30:00Z,4,69,12399
2,R_160_200_0_0_exact_25,2025-06-05T08:31:00Z,2,85,14919
2,R_160_200_0_0_exact_25,2025-06-05T08:32:00Z,4,85,14781
2,R_160_200_0_0_exact_25,2025-06-05T08:33:00Z,4,98,16938
2,R_160_200_0_0_exact_25,2025-06-05T08:34:00Z,4,84,14405
2,R_160_200_0_0_exact_25,2025-06-05T08:35:00Z,2,83,14146
2,R_160_200_0_0_exact_25,2025-06-05T08:36:00Z,4,93,15715
2,R_160_200_0_0_exact_25,2025-06-05T08:37:00Z,4,102,17588
2,R_160_200_0_0_exact_25,2025-06-05T08:38:00Z,4,98,16844
2,R_160_200_0_0_exact_25,2025-06-05T08:39:00Z,4,94,16103
2,R_160_200_0_0_exact_25,2025-06-05T08:40:00Z,4,112,19436
2,R_160_200_0_0_exact_25,2025-06-05T08:41:00Z,4,104,18039
2,R_160_200_0_0_exact_25,2025-06-05T08:42:00Z,5,104,17815
2,R_160_200_0_0_exact_25,2025-06-05T08:43:00Z,5,106,18324
2,R_160_200_0_0_exact_25,2025-06-05T08:44:00Z,2,85,14643
2,R_160_200_0_0_exact_25,2025-06-05T08:45:00Z,3,60,10175
2,R_160_200_0_0_exact_25,2025-06-05T08:46:00Z,1,36,6108
2,R_160_200_0_0_exact_25,2025-06-05T08:47:00Z,2,15,2482
2,R_160_200_0_0_exact_25,2025-06-05T08:48:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T08:49:00Z,0,0,0
2,R_160_200_0_0_exact_25,2025-06-05T08:50:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T05:59:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:00:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:01:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:02:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:03:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:04:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:05:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:06:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:07:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:08:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:09:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:10:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:11:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:12:00Z,0,0,0
2,R_200_250_4875_9999_NA_0,2025-06-05T06:13:00Z,0,0,0
