ts,program,gate,recipe
2025-06-12T14:39:01+00:00,12,8,R_10_1000_4875_9999_NA_0
2025-06-13T06:21:57+00:00,13,1,R_120_160_4875_9999_NA_0
2025-06-13T06:21:57+00:00,13,2,R_120_160_4875_9999_NA_0
2025-06-13T06:21:57+00:00,13,3,R_160_195_0_0_exact_25
2025-06-13T06:21:57+00:00,13,4,R_160_195_0_0_exact_25
2025-06-13T06:21:57+00:00,13,5,R_195_250_4855_9999_NA_0
2025-06-13T06:21:57+00:00,13,6,R_195_250_4855_9999_NA_0
2025-06-13T06:21:57+00:00,13,7,R_195_250_4855_9999_NA_0
2025-06-13T06:21:57+00:00,13,8,R_10_1000_4875_9999_NA_0
2025-06-13T07:04:28+00:00,14,1,R_120_160_4875_9999_NA_0
2025-06-13T07:04:28+00:00,14,2,R_120_160_4875_9999_NA_0
2025-06-13T07:04:28+00:00,14,3,R_160_195_0_0_exact_25
2025-06-13T07:04:28+00:00,14,4,R_160_195_0_0_exact_25
2025-06-13T07:04:28+00:00,14,5,R_195_250_4855_9999_NA_0
2025-06-13T07:04:28+00:00,14,6,R_195_250_4855_9999_NA_0
2025-06-13T07:04:28+00:00,14,7,R_195_250_4855_9999_NA_0
2025-06-13T07:04:28+00:00,14,8,R_10_1000_4875_9999_NA_0
2025-06-13T07:57:03+00:00,15,1,R_120_170_4875_9999_NA_0
2025-06-13T07:57:03+00:00,15,2,R_120_170_4875_9999_NA_0
2025-06-13T07:57:03+00:00,15,3,R_170_195_0_0_exact_25
2025-06-13T07:57:03+00:00,15,4,R_170_195_0_0_exact_25
2025-06-13T07:57:03+00:00,15,5,R_195_250_4855_9999_NA_0
2025-06-13T07:57:03+00:00,15,6,R_195_250_4855_9999_NA_0
2025-06-13T07:57:03+00:00,15,7,R_195_250_4855_9999_NA_0
2025-06-13T07:57:03+00:00,15,8,R_10_1000_4875_9999_NA_0
2025-06-13T08:37:52+00:00,16,1,R_120_170_0_0_exact_30
2025-06-13T08:37:52+00:00,16,2,R_120_170_0_0_exact_30
2025-06-13T08:37:52+00:00,16,3,R_170_195_0_0_exact_25
2025-06-13T08:37:52+00:00,16,4,R_170_195_0_0_exact_25
2025-06-13T08:37:52+00:00,16,5,R_195_250_4855_9999_NA_0
2025-06-13T08:37:52+00:00,16,6,R_195_250_4855_9999_NA_0
2025-06-13T08:37:52+00:00,16,7,R_195_250_4855_9999_NA_0
2025-06-13T08:37:52+00:00,16,8,R_10_1000_4875_9999_NA_0
2025-06-13T11:12:09+00:00,17,1,R_190_280_4875_9999_NA_0
2025-06-13T11:12:09+00:00,17,2,R_190_280_4875_9999_NA_0
2025-06-13T11:12:09+00:00,17,3,R_190_280_4875_9999_NA_0
2025-06-13T11:12:09+00:00,17,4,R_280_300_4875_9999_NA_0
2025-06-13T11:12:09+00:00,17,5,R_280_300_4875_9999_NA_0
2025-06-13T11:12:09+00:00,17,6,R_280_300_4875_9999_NA_0
2025-06-13T11:12:09+00:00,17,7,R_10_1000_4855_9999_NA_0
2025-06-13T11:12:09+00:00,17,8,R_10_1000_4855_9999_NA_0
2025-06-16T06:52:52+00:00,18,1,R_120_170_4875_9999_NA_0
2025-06-16T06:52:52+00:00,18,2,R_120_170_4875_9999_NA_0
2025-06-16T06:52:52+00:00,18,3,R_160_195_0_0_exact_25
2025-06-16T06:52:52+00:00,18,4,R_160_195_0_0_exact_25
2025-06-16T06:52:52+00:00,18,5,R_195_260_4875_9999_NA_0
2025-06-16T06:52:52+00:00,18,6,R_195_260_4875_9999_NA_0
2025-06-16T06:52:52+00:00,18,7,R_195_260_4875_9999_NA_0
2025-06-16T06:52:52+00:00,18,8,R_10_1000_4855_9999_NA_0
2025-06-16T07:48:15+00:00,19,1,R_120_165_4875_9999_NA_0
2025-06-16T07:48:15+00:00,19,2,R_120_165_4875_9999_NA_0
2025-06-16T07:48:15+00:00,19,3,R_160_195_0_0_exact_25
2025-06-16T07:48:15+00:00,19,4,R_160_195_0_0_exact_25
2025-06-16T07:48:15+00:00,19,5,R_195_260_4875_9999_NA_0
2025-06-16T07:48:15+00:00,19,6,R_195_260_4875_9999_NA_0
2025-06-16T07:48:15+00:00,19,7,R_195_260_4875_9999_NA_0
2025-06-16T07:48:15+00:00,19,8,R_10_1000_4855_9999_NA_0
2025-06-16T09:10:21+00:00,20,1,R_120_165_4875_9999_NA_0
2025-06-16T09:10:21+00:00,20,2,R_120_165_4875_9999_NA_0
2025-06-16T09:10:21+00:00,20,3,R_160_195_4875_9999_NA_0
2025-06-16T09:10:21+00:00,20,4,R_160_195_4875_9999_NA_0
2025-06-16T09:10:21+00:00,20,5,R_195_260_4875_9999_NA_0
2025-06-16T09:10:21+00:00,20,6,R_195_260_4875_9999_NA_0
2025-06-16T09:10:21+00:00,20,7,R_195_260_4875_9999_NA_0
2025-06-16T09:10:21+00:00,20,8,R_10_1000_4855_9999_NA_0
2025-06-16T10:31:43+00:00,21,1,R_190_250_4875_9999_NA_0
2025-06-16T10:31:43+00:00,21,2,R_190_250_4875_9999_NA_0
2025-06-16T10:31:43+00:00,21,3,R_190_250_4875_9999_NA_0
2025-06-16T10:31:43+00:00,21,4,R_250_300_4875_9999_NA_0
2025-06-16T10:31:43+00:00,21,5,R_250_300_4875_9999_NA_0
2025-06-16T10:31:43+00:00,21,6,R_250_300_4875_9999_NA_0
2025-06-16T10:31:43+00:00,21,7,R_10_1000_4875_9999_NA_0
2025-06-16T10:31:43+00:00,21,8,R_10_1000_4875_9999_NA_0
2025-06-16T15:03:54+00:00,22,1,R_190_275_4875_9999_NA_0
2025-06-16T15:03:54+00:00,22,2,R_190_275_4875_9999_NA_0
2025-06-16T15:03:54+00:00,22,3,R_190_275_4875_9999_NA_0
2025-06-16T15:03:54+00:00,22,4,R_250_300_4875_9999_NA_0
2025-06-16T15:03:54+00:00,22,5,R_250_300_4875_9999_NA_0
2025-06-16T15:03:54+00:00,22,6,R_250_300_4875_9999_NA_0
2025-06-16T15:03:54+00:00,22,7,R_10_1000_4875_9999_NA_0
2025-06-16T15:03:54+00:00,22,8,R_10_1000_4875_9999_NA_0
2025-06-17T06:01:28+00:00,23,1,R_120_170_4875_9999_NA_0
2025-06-17T06:01:28+00:00,23,2,R_120_170_4875_9999_NA_0
2025-06-17T06:01:28+00:00,23,3,R_170_190_0_0_exact_25
2025-06-17T06:01:28+00:00,23,4,R_170_190_0_0_exact_25
2025-06-17T06:01:28+00:00,23,5,R_190_250_4875_9999_NA_0
2025-06-17T06:01:28+00:00,23,6,R_190_250_4875_9999_NA_0
2025-06-17T06:01:28+00:00,23,7,R_190_250_4875_9999_NA_0
2025-06-17T06:01:28+00:00,23,8,R_10_1000_4875_9999_NA_0
2025-06-17T07:01:16+00:00,24,1,R_120_170_4875_9999_NA_0
2025-06-17T07:01:16+00:00,24,2,R_120_170_4875_9999_NA_0
2025-06-17T07:01:16+00:00,24,3,R_170_190_4875_9999_NA_0
2025-06-17T07:01:16+00:00,24,4,R_170_190_4875_9999_NA_0
2025-06-17T07:01:16+00:00,24,5,R_190_250_4875_9999_NA_0
2025-06-17T07:01:16+00:00,24,6,R_190_250_4875_9999_NA_0
2025-06-17T07:01:16+00:00,24,7,R_190_250_4875_9999_NA_0
2025-06-17T07:01:16+00:00,24,8,R_10_1000_4875_9999_NA_0
2025-06-17T07:38:19+00:00,25,1,R_120_170_4875_9999_NA_0
2025-06-17T07:38:19+00:00,25,2,R_120_170_4875_9999_NA_0
2025-06-17T07:38:19+00:00,25,3,R_170_190_0_0_exact_20
2025-06-17T07:38:19+00:00,25,4,R_170_190_0_0_exact_20
2025-06-17T07:38:19+00:00,25,5,R_190_250_4875_9999_NA_0
2025-06-17T07:38:19+00:00,25,6,R_190_250_4875_9999_NA_0
2025-06-17T07:38:19+00:00,25,7,R_190_250_4875_9999_NA_0
2025-06-17T07:38:19+00:00,25,8,R_10_1000_4875_9999_NA_0
2025-06-17T09:42:38+00:00,26,1,R_120_170_4875_9999_NA_0
2025-06-17T09:42:38+00:00,26,2,R_120_170_4875_9999_NA_0
2025-06-17T09:42:38+00:00,26,3,R_170_190_0_0_exact_25
2025-06-17T09:42:38+00:00,26,4,R_170_190_0_0_exact_25
2025-06-17T09:42:38+00:00,26,5,R_190_250_4875_9999_NA_0
2025-06-17T09:42:38+00:00,26,6,R_190_250_4875_9999_NA_0
2025-06-17T09:42:38+00:00,26,7,R_190_250_4875_9999_NA_0
2025-06-17T09:42:38+00:00,26,8,R_10_1000_4875_9999_NA_0
2025-06-17T12:41:42+00:00,27,1,R_120_170_0_0_exact_30
2025-06-17T12:41:42+00:00,27,2,R_120_170_0_0_exact_30
2025-06-17T12:41:42+00:00,27,3,R_160_190_4875_9999_NA_0
2025-06-17T12:41:42+00:00,27,4,R_160_190_4875_9999_NA_0
2025-06-17T12:41:42+00:00,27,5,R_190_250_4875_9999_NA_0
2025-06-17T12:41:42+00:00,27,6,R_190_250_4875_9999_NA_0
2025-06-17T12:41:42+00:00,27,7,R_190_250_4875_9999_NA_0
2025-06-17T12:41:42+00:00,27,8,R_10_1000_4875_9999_NA_0
