ts_minute,program,recipe,batches_min,giveaway_pct,rejects_per_min,pieces_processed,weight_processed_g
2025-06-05T06:49:00+00:00,1,__combined,6.0,10.520354669600673,0.0,141.0,22672.0
2025-06-05T06:50:00+00:00,1,__combined,4.0,12.187586461311446,0.0,145.0,23234.0
2025-06-05T06:51:00+00:00,1,__combined,6.0,9.508795220710256,0.0,145.0,23104.0
2025-06-05T06:52:00+00:00,1,__combined,5.0,10.742052189977677,0.0,142.0,22819.0
2025-06-05T06:53:00+00:00,1,__combined,3.0,4.53856644946204,0.0,128.0,20463.0
2025-06-05T06:54:00+00:00,1,__combined,4.0,12.012415454461225,0.0,134.0,21363.0
2025-06-05T06:55:00+00:00,1,__combined,5.0,10.556844547563806,0.0,138.0,22204.0
2025-06-05T06:56:00+00:00,1,__combined,4.0,12.079171291157973,0.0,83.0,13346.0
2025-06-05T06:57:00+00:00,1,__combined,4.0,5.38701762212804,0.0,139.0,22498.0
2025-06-05T06:58:00+00:00,1,__combined,7.0,10.621300989941346,0.0,140.0,20583.0
2025-06-05T06:59:00+00:00,1,__combined,3.0,9.844559585492227,0.0,136.0,19514.0
2025-06-05T07:00:00+00:00,1,__combined,5.0,8.128887686898736,0.0,141.0,18602.0
2025-06-05T07:01:00+00:00,1,__combined,2.0,10.754999065595214,0.0,140.0,18857.0
2025-06-05T07:02:00+00:00,1,__combined,5.0,8.151523342472101,0.0,134.0,17947.0
2025-06-05T07:03:00+00:00,1,__combined,3.0,9.703626673599377,0.0,134.0,19010.0
2025-06-05T07:04:00+00:00,1,__combined,5.0,11.61511773824463,0.0,136.0,19061.0
2025-06-05T07:05:00+00:00,1,__combined,3.0,14.220808723307588,0.0,136.0,19838.0
2025-06-05T07:06:00+00:00,1,__combined,5.0,9.601565145415554,0.0,137.0,19558.0
2025-06-05T07:07:00+00:00,1,__combined,4.0,13.867859600825877,0.0,138.0,19912.0
2025-06-05T07:08:00+00:00,1,__combined,3.0,10.634920634920634,0.0,137.0,19634.0
2025-06-05T07:09:00+00:00,1,__combined,4.0,13.034676993487063,0.0,128.0,18543.0
2025-06-05T07:10:00+00:00,1,__combined,3.0,10.56982955990842,0.0,132.0,19023.0
2025-06-05T07:11:00+00:00,1,__combined,4.0,13.122311001843883,0.0,121.0,17099.0
2025-06-05T07:12:00+00:00,1,__combined,5.0,11.518537704432768,0.0,130.0,18637.0
2025-06-05T07:13:00+00:00,1,__combined,3.0,9.978896593307205,0.0,132.0,19060.0
2025-06-05T07:14:00+00:00,1,__combined,5.0,11.609449981543005,0.0,131.0,18883.0
2025-06-05T07:15:00+00:00,1,__combined,3.0,11.308037943085372,0.0,136.0,19708.0
2025-06-05T07:16:00+00:00,1,__combined,4.0,13.337988826815641,0.0,134.0,19392.0
2025-06-05T07:17:00+00:00,1,__combined,5.0,12.465713873249603,0.0,134.0,19334.0
2025-06-05T07:18:00+00:00,1,__combined,4.0,8.16178251392589,0.0,148.0,21209.0
2025-06-05T07:19:00+00:00,1,__combined,4.0,13.796224463408327,0.0,139.0,20158.0
2025-06-05T07:20:00+00:00,1,__combined,4.0,10.27516713496754,0.0,140.0,21673.0
2025-06-05T07:21:00+00:00,1,__combined,5.0,9.737901634167521,0.0,132.0,21149.0
2025-06-05T07:22:00+00:00,1,__combined,5.0,10.59037168688664,0.0,138.0,22160.0
2025-06-05T07:23:00+00:00,1,__combined,5.0,10.711809567829905,0.0,139.0,22220.0
2025-06-05T07:24:00+00:00,1,__combined,5.0,10.335977601493234,0.0,142.0,22951.0
2025-06-05T07:25:00+00:00,1,__combined,5.0,10.369881109643329,0.0,143.0,22669.0
2025-06-05T07:26:00+00:00,1,__combined,4.0,11.071021648309912,0.0,134.0,20532.0
2025-06-05T07:27:00+00:00,1,__combined,3.0,12.383205921611456,0.0,125.0,19152.0
2025-06-05T07:28:00+00:00,1,__combined,6.0,8.183051520465902,0.0,137.0,21121.0
2025-06-05T07:29:00+00:00,1,__combined,5.0,10.097019012596824,0.0,140.0,22554.0
2025-06-05T07:30:00+00:00,1,__combined,5.0,11.098398169336384,0.0,143.0,23187.0
2025-06-05T07:31:00+00:00,1,__combined,5.0,11.086525255608118,0.0,138.0,22168.0
2025-06-05T07:32:00+00:00,1,__combined,3.0,4.53856644946204,0.0,126.0,20595.0
2025-06-05T07:33:00+00:00,1,__combined,6.0,11.05720122574055,0.0,130.0,21755.0
2025-06-05T07:34:00+00:00,1,__combined,4.0,8.720330237358102,0.0,131.0,22640.0
2025-06-05T07:35:00+00:00,1,__combined,6.0,11.719485409475997,0.0,126.0,21538.0
2025-06-05T07:36:00+00:00,1,__combined,5.0,9.372714715202731,0.0,136.0,23603.0
2025-06-05T07:37:00+00:00,1,__combined,4.0,8.894255472202241,0.0,123.0,21316.0
2025-06-05T07:38:00+00:00,1,__combined,5.0,12.050747823498773,0.0,126.0,21024.0
2025-06-05T07:39:00+00:00,1,__combined,4.0,9.04995904995905,0.0,132.0,22819.0
2025-06-05T07:40:00+00:00,1,__combined,4.0,9.407347270144104,0.0,126.0,22100.0
2025-06-05T07:41:00+00:00,1,__combined,7.0,10.798487544483985,0.0,140.0,24741.0
2025-06-05T07:42:00+00:00,1,__combined,7.0,11.08842035544762,0.0,138.0,24528.0
2025-06-05T07:43:00+00:00,1,__combined,4.0,9.38673977053508,0.0,138.0,24451.0
2025-06-05T07:44:00+00:00,1,__combined,5.0,8.573129589204207,0.0,135.0,24061.0
2025-06-05T07:45:00+00:00,1,__combined,6.0,9.986662220740246,0.0,135.0,24086.0
2025-06-05T07:46:00+00:00,1,__combined,4.0,9.390862944162437,0.0,140.0,25221.0
2025-06-05T07:47:00+00:00,1,__combined,6.0,9.782827267243114,0.0,142.0,25229.0
2025-06-05T07:48:00+00:00,1,__combined,4.0,9.054150885453987,0.0,140.0,24711.0
2025-06-05T07:49:00+00:00,1,__combined,7.0,10.891995340322849,0.0,140.0,25076.0
2025-06-05T07:50:00+00:00,1,__combined,5.0,11.183704842428902,0.0,125.0,22039.0
2025-06-05T07:51:00+00:00,1,__combined,5.0,8.569840828801652,0.0,132.0,23506.0
2025-06-05T07:52:00+00:00,1,__combined,6.0,9.077888419042422,0.0,135.0,23860.0
2025-06-05T07:53:00+00:00,1,__combined,4.0,9.175341906511534,0.0,123.0,21621.0
2025-06-05T07:54:00+00:00,1,__combined,5.0,8.207957204948178,0.0,139.0,24238.0
2025-06-05T07:55:00+00:00,1,__combined,4.0,8.99118310436744,0.0,134.0,23790.0
2025-06-05T07:56:00+00:00,1,__combined,6.0,7.0910556003223215,0.0,141.0,27840.0
2025-06-05T07:57:00+00:00,1,__combined,7.0,9.304781770654555,0.0,143.0,28559.0
2025-06-05T07:58:00+00:00,1,__combined,6.0,7.237159101859883,0.0,142.0,28685.0
2025-06-05T07:59:00+00:00,1,__combined,5.0,7.050381563461028,0.0,138.0,27417.0
2025-06-05T08:00:00+00:00,1,__combined,7.0,9.010359504242846,0.0,136.0,27228.0
2025-06-05T08:01:00+00:00,1,__combined,5.0,7.007942841941246,0.0,136.0,27384.0
2025-06-05T08:02:00+00:00,1,__combined,5.0,6.364513018322084,0.0,135.0,27751.0
2025-06-05T08:03:00+00:00,1,__combined,5.0,7.4670075572432975,0.0,141.0,29733.0
2025-06-05T08:04:00+00:00,1,__combined,7.0,3.1584582441113493,0.0,124.0,25591.0
2025-06-05T08:05:00+00:00,1,__combined,6.0,7.712588545471872,0.0,138.0,28335.0
2025-06-05T08:06:00+00:00,1,__combined,6.0,8.813142944879472,0.0,134.0,27451.0
2025-06-05T08:07:00+00:00,1,__combined,3.0,1.6912201889410055,0.0,133.0,27854.0
2025-06-05T08:08:00+00:00,1,__combined,9.0,6.042199488491049,0.0,134.0,27511.0
2025-06-05T08:09:00+00:00,1,__combined,5.0,4.237420158903256,0.0,134.0,27706.0
2025-06-05T08:10:00+00:00,1,__combined,5.0,6.6454604683248375,0.0,129.0,26660.0
2025-06-05T08:11:00+00:00,1,__combined,5.0,6.242989208215681,0.0,147.0,29968.0
2025-06-05T08:12:00+00:00,1,__combined,5.0,6.21589193791849,0.0,128.0,25768.0
2025-06-05T08:13:00+00:00,1,__combined,7.0,8.97521768251842,0.0,116.0,23090.0
2025-06-05T08:14:00+00:00,1,__combined,5.0,6.425022148607527,0.0,115.0,23121.0
2025-06-05T08:15:00+00:00,1,__combined,5.0,7.030804877122346,0.0,132.0,26708.0
2025-06-05T08:16:00+00:00,1,__combined,5.0,7.364414125805601,0.0,133.0,26424.0
2025-06-05T08:17:00+00:00,1,__combined,7.0,7.94078061911171,0.0,144.0,28928.0
2025-06-05T08:18:00+00:00,1,__combined,6.0,7.728701616232178,0.0,139.0,27377.0
2025-06-05T08:19:00+00:00,1,__combined,6.0,8.446483753160408,0.0,142.0,28810.0
2025-06-05T08:20:00+00:00,1,__combined,5.0,7.004674850822849,0.0,128.0,25922.0
2025-06-05T08:21:00+00:00,1,__combined,6.0,7.289293849658314,0.0,149.0,29632.0
2025-06-05T08:22:00+00:00,1,__combined,6.0,6.8210567286173,0.0,141.0,27726.0
2025-06-05T08:23:00+00:00,1,__combined,5.0,6.568894690367413,0.0,145.0,28678.0
2025-06-05T08:24:00+00:00,1,__combined,7.0,8.088134665389353,0.0,142.0,27928.0
2025-06-05T08:25:00+00:00,1,__combined,4.0,12.335216572504708,0.0,148.0,28565.0
2025-06-05T08:26:00+00:00,1,__combined,5.0,5.684177537509304,0.0,145.0,28304.0
2025-06-05T08:27:00+00:00,1,__combined,5.0,6.256525269711148,0.0,123.0,25201.0
2025-06-05T08:28:00+00:00,1,__combined,6.0,7.795707446977142,0.0,143.0,28408.0
2025-06-05T08:29:00+00:00,1,__combined,6.0,6.943950321808597,0.0,117.0,21687.0
2025-06-05T08:30:00+00:00,1,__combined,6.0,12.486931923005965,0.0,93.0,16060.0
2025-06-05T08:31:00+00:00,1,__combined,2.0,7.788096243140566,0.0,109.0,18660.0
2025-06-05T08:32:00+00:00,1,__combined,4.0,8.084459813475846,0.0,113.0,19089.0
2025-06-05T08:33:00+00:00,1,__combined,6.0,11.729092163874773,0.0,123.0,20767.0
2025-06-05T08:34:00+00:00,1,__combined,4.0,6.3557010365521,0.0,119.0,19707.0
2025-06-05T08:35:00+00:00,1,__combined,4.0,12.67637687756031,0.0,120.0,19766.0
2025-06-05T08:36:00+00:00,1,__combined,4.0,5.222209783947162,0.0,132.0,21667.0
2025-06-05T08:37:00+00:00,1,__combined,6.0,10.64516129032258,0.0,128.0,21581.0
2025-06-05T08:38:00+00:00,1,__combined,4.0,6.919763058696823,0.0,134.0,22338.0
2025-06-05T08:39:00+00:00,1,__combined,6.0,11.326317124199582,0.0,126.0,21049.0
2025-06-05T08:40:00+00:00,1,__combined,4.0,6.56423064393528,0.0,136.0,23048.0
2025-06-05T08:41:00+00:00,1,__combined,4.0,7.150508837707552,0.0,122.0,20799.0
2025-06-05T08:42:00+00:00,1,__combined,7.0,10.383885727039393,0.0,128.0,21475.0
2025-06-05T08:43:00+00:00,1,__combined,5.0,6.941095418532553,0.0,134.0,22514.0
2025-06-05T08:44:00+00:00,1,__combined,4.0,11.94189176645317,0.0,141.0,22826.0
2025-06-05T08:45:00+00:00,1,__combined,5.0,10.125097732603598,0.0,129.0,20056.0
2025-06-05T08:46:00+00:00,1,__combined,3.0,11.991172143207454,0.0,129.0,19607.0
2025-06-05T08:47:00+00:00,1,__combined,4.0,10.66391633886597,0.0,105.0,15539.0
2025-06-05T08:48:00+00:00,1,__combined,4.0,14.114832535885165,0.0,92.0,13182.0
2025-06-05T08:49:00+00:00,1,__combined,2.0,13.886500429922613,0.0,100.0,14458.0
2025-06-05T08:50:00+00:00,1,__combined,2.0,15.133654325087164,0.0,26.0,3800.0
2025-06-05T08:52:00+00:00,2,__combined,4.0,10.263515633169508,0.0,127.0,19464.0
2025-06-05T08:53:00+00:00,2,__combined,5.0,11.685823754789272,0.0,112.0,17506.0
2025-06-05T08:54:00+00:00,2,__combined,5.0,11.456453993767427,0.0,120.0,18578.0
2025-06-05T08:55:00+00:00,2,__combined,3.0,14.989626556016598,0.0,128.0,19234.0
2025-06-05T08:56:00+00:00,2,__combined,5.0,11.494347042438145,0.0,120.0,18025.0
2025-06-05T08:57:00+00:00,2,__combined,4.0,13.68038740920097,0.0,121.0,17818.0
2025-06-05T08:58:00+00:00,2,__combined,4.0,9.236215404419653,0.0,110.0,16246.0
2025-06-05T08:59:00+00:00,2,__combined,4.0,14.692036092585328,0.0,123.0,18338.0
2025-06-05T09:00:00+00:00,2,__combined,4.0,9.271168274383708,0.0,130.0,19670.0
2025-06-05T09:01:00+00:00,2,__combined,6.0,12.021024075957952,0.0,133.0,20426.0
2025-06-05T09:02:00+00:00,2,__combined,4.0,10.81262246055481,0.0,119.0,18615.0
2025-06-05T09:03:00+00:00,2,__combined,4.0,10.703205791106516,0.0,129.0,20439.0
2025-06-05T09:04:00+00:00,2,__combined,4.0,11.069562544821228,0.0,129.0,20625.0
2025-06-05T09:05:00+00:00,2,__combined,6.0,10.409556313993173,0.0,130.0,21795.0
2025-06-05T09:06:00+00:00,2,__combined,4.0,11.627789558719579,0.0,107.0,17198.0
2025-06-05T09:07:00+00:00,2,__combined,5.0,10.536051960864919,0.0,125.0,20161.0
2025-06-05T09:08:00+00:00,2,__combined,5.0,10.29448258747622,0.0,134.0,21673.0
2025-06-05T09:09:00+00:00,2,__combined,3.0,10.333743673916016,0.0,126.0,20434.0
2025-06-05T09:10:00+00:00,2,__combined,5.0,12.472053656978602,0.0,132.0,20583.0
2025-06-05T09:11:00+00:00,2,__combined,4.0,10.544076419894093,0.0,119.0,18549.0
2025-06-05T09:12:00+00:00,2,__combined,4.0,10.861056751467709,0.0,105.0,16653.0
2025-06-05T09:13:00+00:00,2,__combined,6.0,9.52829530388668,0.0,128.0,20466.0
2025-06-05T09:14:00+00:00,2,__combined,5.0,10.03330557868443,0.0,140.0,22864.0
2025-06-05T09:15:00+00:00,2,__combined,5.0,9.728165114523032,0.0,140.0,22464.0
2025-06-05T09:16:00+00:00,2,__combined,5.0,9.969977483112334,0.0,133.0,21627.0
2025-06-05T09:17:00+00:00,2,__combined,5.0,8.711433756805807,0.0,129.0,21705.0
2025-06-05T09:18:00+00:00,2,__combined,3.0,11.665565102445473,0.0,119.0,21411.0
2025-06-05T09:19:00+00:00,2,__combined,4.0,10.13553916683277,0.0,123.0,21817.0
2025-06-05T09:20:00+00:00,2,__combined,5.0,11.46389219487849,0.0,97.0,17824.0
2025-06-05T09:21:00+00:00,2,__combined,4.0,6.736862630398751,0.0,136.0,25857.0
2025-06-05T09:22:00+00:00,2,__combined,7.0,7.848157018195832,0.0,121.0,22940.0
2025-06-05T09:23:00+00:00,2,__combined,4.0,11.404862987263604,0.0,130.0,24590.0
2025-06-05T09:24:00+00:00,2,__combined,5.0,6.6454604683248375,0.0,128.0,24519.0
2025-06-05T09:25:00+00:00,2,__combined,4.0,12.038530891145488,0.0,133.0,25448.0
2025-06-05T09:26:00+00:00,2,__combined,7.0,7.827260458839406,0.0,131.0,24970.0
2025-06-05T09:27:00+00:00,2,__combined,4.0,9.808031248511409,0.0,127.0,24775.0
2025-06-05T09:28:00+00:00,2,__combined,5.0,8.788085493406093,0.0,132.0,25640.0
2025-06-05T09:29:00+00:00,2,__combined,5.0,6.675347554670445,0.0,115.0,23100.0
2025-06-05T09:30:00+00:00,2,__combined,5.0,3.292070670294715,0.0,132.0,30621.0
2025-06-05T09:31:00+00:00,2,__combined,8.0,3.249540159411404,0.0,133.0,30881.0
2025-06-05T09:32:00+00:00,2,__combined,7.0,4.12021194392317,0.0,130.0,29211.0
2025-06-05T09:33:00+00:00,2,__combined,4.0,2.036599763872491,0.0,129.0,29364.0
2025-06-05T09:34:00+00:00,2,__combined,6.0,2.5593616193071234,0.0,123.0,27998.0
2025-06-05T09:35:00+00:00,2,__combined,6.0,2.7372026887280247,0.0,128.0,28840.0
2025-06-05T09:36:00+00:00,2,__combined,4.0,2.734147760325771,0.0,130.0,29471.0
2025-06-05T09:37:00+00:00,2,__combined,7.0,4.301814183617372,0.0,123.0,27906.0
2025-06-05T09:38:00+00:00,2,__combined,8.0,2.9472021326487794,0.0,127.0,28688.0
2025-06-05T09:39:00+00:00,2,__combined,3.0,1.735859019206653,0.0,116.0,25935.0
2025-06-05T09:40:00+00:00,2,__combined,6.0,2.7677302674073117,0.0,122.0,27672.0
2025-06-05T09:41:00+00:00,2,__combined,4.0,2.9440154440154442,0.0,118.0,27159.0
2025-06-05T09:42:00+00:00,2,__combined,6.0,2.2090059473237043,0.0,113.0,25730.0
2025-06-05T09:43:00+00:00,2,__combined,6.0,2.970132926707992,0.0,120.0,27020.0
2025-06-05T09:44:00+00:00,2,__combined,6.0,3.9501444383134796,0.0,115.0,25755.0
2025-06-05T09:45:00+00:00,2,__combined,6.0,1.6464987105732989,0.0,137.0,30670.0
2025-06-05T09:46:00+00:00,2,__combined,6.0,3.9627423230095777,0.0,141.0,31267.0
2025-06-05T09:47:00+00:00,2,__combined,6.0,3.5095192843333227,0.0,131.0,28502.0
2025-06-05T09:48:00+00:00,2,__combined,7.0,3.7500695487675957,0.0,145.0,32285.0
2025-06-05T09:49:00+00:00,2,__combined,6.0,2.4606683136133145,0.0,140.0,31655.0
2025-06-05T09:50:00+00:00,2,__combined,5.0,3.094330908671054,0.0,136.0,30545.0
2025-06-05T09:51:00+00:00,2,__combined,7.0,3.827139921124257,0.0,139.0,31209.0
2025-06-05T09:52:00+00:00,2,__combined,7.0,4.648371433247859,0.0,132.0,29900.0
2025-06-05T09:53:00+00:00,2,__combined,6.0,4.1318248893261185,0.0,137.0,30470.0
2025-06-05T09:54:00+00:00,2,__combined,7.0,2.8438769587928032,0.0,135.0,30557.0
2025-06-05T09:55:00+00:00,2,__combined,5.0,2.7963902552383906,0.0,139.0,31390.0
2025-06-05T09:56:00+00:00,2,__combined,8.0,5.157220590359706,0.0,142.0,31932.0
2025-06-05T09:57:00+00:00,2,__combined,5.0,1.8946121965660152,0.0,139.0,31214.0
2025-06-05T09:58:00+00:00,2,__combined,6.0,2.299412915851272,0.0,142.0,31357.0
2025-06-05T09:59:00+00:00,2,__combined,8.0,3.5751686515184726,0.0,137.0,30731.0
2025-06-05T10:00:00+00:00,2,__combined,6.0,3.6613646013652543,0.0,139.0,30674.0
2025-06-05T10:01:00+00:00,2,__combined,4.0,2.11668794813869,0.0,142.0,31707.0
2025-06-05T10:02:00+00:00,2,__combined,7.0,2.319407573005449,0.0,126.0,28393.0
2025-06-05T10:03:00+00:00,2,__combined,8.0,4.506595017098192,0.0,145.0,32422.0
2025-06-05T10:04:00+00:00,2,__combined,5.0,1.259748050389922,0.0,149.0,32623.0
2025-06-05T10:05:00+00:00,2,__combined,7.0,3.56145251396648,0.0,147.0,32385.0
2025-06-05T10:06:00+00:00,2,__combined,6.0,3.1873824528986705,0.0,150.0,32988.0
2025-06-05T10:07:00+00:00,2,__combined,7.0,4.633520711673852,0.0,148.0,31976.0
2025-06-05T10:08:00+00:00,2,__combined,7.0,3.3712907387670388,0.0,136.0,30193.0
2025-06-05T10:09:00+00:00,2,__combined,6.0,1.7517814726840855,0.0,144.0,32065.0
2025-06-05T10:10:00+00:00,2,__combined,5.0,4.258797882279664,0.0,148.0,33114.0
2025-06-05T10:11:00+00:00,2,__combined,8.0,4.040793692890036,0.0,144.0,32011.0
2025-06-05T10:12:00+00:00,2,__combined,6.0,3.7248442545418965,0.0,146.0,31679.0
2025-06-05T10:13:00+00:00,2,__combined,5.0,4.55951736406528,0.0,142.0,31641.0
2025-06-05T10:14:00+00:00,2,__combined,7.0,1.6957789542224613,0.0,144.0,31692.0
2025-06-05T10:15:00+00:00,2,__combined,7.0,3.501706102813671,0.0,135.0,30049.0
2025-06-05T10:16:00+00:00,2,__combined,6.0,3.597710547833197,0.0,143.0,31835.0
2025-06-05T10:17:00+00:00,2,__combined,7.0,2.362006868246922,0.0,149.0,33102.0
2025-06-05T10:18:00+00:00,2,__combined,7.0,5.979930927582737,0.0,145.0,32485.0
2025-06-05T10:19:00+00:00,2,__combined,4.0,2.5778210116731515,0.0,139.0,30638.0
2025-06-05T10:20:00+00:00,2,__combined,8.0,3.554808371707721,0.0,138.0,31000.0
2025-06-05T10:21:00+00:00,2,__combined,7.0,3.626220362622036,0.0,141.0,31879.0
2025-06-05T10:22:00+00:00,2,__combined,6.0,2.4513947590870666,0.0,146.0,32982.0
2025-06-05T10:23:00+00:00,2,__combined,5.0,2.7671201023136844,0.0,142.0,32008.0
2025-06-05T10:24:00+00:00,2,__combined,7.0,4.544211735112375,0.0,131.0,29741.0
2025-06-05T10:25:00+00:00,2,__combined,8.0,3.6699477457771295,0.0,143.0,32060.0
2025-06-05T10:26:00+00:00,2,__combined,5.0,2.94946531289812,0.0,137.0,31192.0
2025-06-05T10:27:00+00:00,2,__combined,4.0,2.3274007432035986,0.0,146.0,32690.0
2025-06-05T10:28:00+00:00,2,__combined,8.0,3.5321648831143504,0.0,140.0,31954.0
2025-06-05T10:29:00+00:00,2,__combined,8.0,4.353344029118077,0.0,143.0,32530.0
2025-06-05T10:30:00+00:00,2,__combined,7.0,3.387515366753176,0.0,139.0,31761.0
2025-06-05T10:31:00+00:00,2,__combined,3.0,2.6545807704758824,0.0,135.0,30828.0
2025-06-05T10:32:00+00:00,2,__combined,7.0,2.581774726954395,0.0,150.0,33926.0
2025-06-05T10:33:00+00:00,2,__combined,8.0,2.8844014928693245,0.0,142.0,32438.0
2025-06-05T10:34:00+00:00,2,__combined,7.0,4.228842024117615,0.0,141.0,32288.0
2025-06-05T10:35:00+00:00,2,__combined,6.0,2.445210379137673,0.0,147.0,33458.0
2025-06-05T10:36:00+00:00,2,__combined,6.0,4.37956204379562,0.0,143.0,32206.0
2025-06-05T10:37:00+00:00,2,__combined,7.0,4.578984754931425,0.0,125.0,27785.0
2025-06-05T10:38:00+00:00,2,__combined,5.0,2.6790914385556204,0.0,135.0,30466.0
2025-06-05T10:39:00+00:00,2,__combined,5.0,2.278867614237049,0.0,109.0,24586.0
2025-06-05T10:40:00+00:00,2,__combined,4.0,5.791597436506053,0.0,120.0,27016.0
2025-06-05T10:41:00+00:00,2,__combined,8.0,4.186594246437069,0.0,150.0,34361.0
2025-06-05T10:42:00+00:00,2,__combined,6.0,2.3584598345169066,0.0,138.0,31421.0
2025-06-05T10:43:00+00:00,2,__combined,4.0,2.6054831810227492,0.0,64.0,14347.0
2025-06-05T10:46:00+00:00,2,__combined,2.0,1.7994858611825193,0.0,51.0,11761.0
2025-06-05T10:47:00+00:00,2,__combined,7.0,3.8655788655788657,0.0,124.0,28303.0
2025-06-05T10:48:00+00:00,2,__combined,5.0,3.480085517459815,0.0,119.0,26486.0
2025-06-05T10:49:00+00:00,2,__combined,6.0,9.866812508042724,0.0,116.0,20086.0
2025-06-05T10:50:00+00:00,2,__combined,5.0,10.189188117241105,0.0,58.0,9456.0
