,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
5768,2025-06-11,09:51:59,Programma 1,200-260,3,Batch,4931,*,4875-9999,5882,2025-06-11 09:51:59+00:00,-1.0
5841,2025-06-11,09:52:43,Programma 1,200-260,4,Batch,5014,*,4875-9999,5797,2025-06-11 09:52:43+00:00,-2.0
5849,2025-06-11,09:52:49,Programma 1,200-260,3,Batch,5053,*,4875-9999,5784,2025-06-11 09:52:49+00:00,0.0
5917,2025-06-11,09:53:27,Programma 1,200-260,4,Batch,4913,*,4875-9999,5714,2025-06-11 09:53:27+00:00,0.0
5931,2025-06-11,09:53:38,Programma 1,200-260,3,Batch,4911,*,4875-9999,5694,2025-06-11 09:53:38+00:00,-1.0
5999,2025-06-11,09:54:14,Programma 1,200-260,4,Batch,4876,*,4875-9999,5621,2025-06-11 09:54:14+00:00,-2.0
6012,2025-06-11,09:54:22,Programma 1,200-260,3,Batch,5037,*,4875-9999,5606,2025-06-11 09:54:22+00:00,-1.0
6084,2025-06-11,09:55:05,Programma 1,200-260,4,Batch,5031,*,4875-9999,5532,2025-06-11 09:55:05+00:00,0.0
6089,2025-06-11,09:55:06,Programma 1,200-260,3,Batch,4916,*,4875-9999,5529,2025-06-11 09:55:06+00:00,0.0
6152,2025-06-11,09:55:41,Programma 1,200-260,4,Batch,4923,*,4875-9999,5457,2025-06-11 09:55:41+00:00,-2.0
6158,2025-06-11,09:55:45,Programma 1,200-260,3,Batch,4988,*,4875-9999,5451,2025-06-11 09:55:45+00:00,-1.0
6222,2025-06-11,09:56:21,Programma 1,200-260,4,Batch,4981,*,4875-9999,5382,2025-06-11 09:56:21+00:00,0.0
6232,2025-06-11,09:56:30,Programma 1,200-260,3,Batch,4957,*,4875-9999,5371,2025-06-11 09:56:30+00:00,-1.0
6302,2025-06-11,09:57:10,Programma 1,200-260,4,Batch,4933,*,4875-9999,5297,2025-06-11 09:57:10+00:00,-1.0
6312,2025-06-11,09:57:16,Programma 1,200-260,3,Batch,5122,*,4875-9999,5287,2025-06-11 09:57:16+00:00,0.0
6370,2025-06-11,09:57:46,Programma 1,200-260,4,Batch,5047,*,4875-9999,5229,2025-06-11 09:57:46+00:00,-1.0
6387,2025-06-11,09:57:54,Programma 1,200-260,3,Batch,5115,*,4875-9999,5211,2025-06-11 09:57:54+00:00,-1.0
6461,2025-06-11,09:58:36,Programma 1,200-260,4,Batch,5011,*,4875-9999,5127,2025-06-11 09:58:36+00:00,0.0
6468,2025-06-11,09:58:40,Programma 1,200-260,3,Batch,4889,*,4875-9999,5118,2025-06-11 09:58:40+00:00,-1.0
6516,2025-06-11,09:59:07,Programma 1,200-260,4,Batch,4887,*,4875-9999,5068,2025-06-11 09:59:07+00:00,-1.0
6529,2025-06-11,09:59:13,Programma 1,200-260,3,Batch,5042,*,4875-9999,5056,2025-06-11 09:59:13+00:00,0.0
6578,2025-06-11,09:59:41,Programma 1,200-260,4,Batch,4985,*,4875-9999,5005,2025-06-11 09:59:41+00:00,0.0
6591,2025-06-11,09:59:47,Programma 1,200-260,3,Batch,4917,*,4875-9999,4990,2025-06-11 09:59:47+00:00,0.0
6648,2025-06-11,10:00:19,Programma 1,200-260,4,Batch,5079,*,4875-9999,4929,2025-06-11 10:00:19+00:00,-2.0
6664,2025-06-11,10:00:29,Programma 1,200-260,3,Batch,5078,*,4875-9999,4911,2025-06-11 10:00:29+00:00,0.0
6715,2025-06-11,10:00:55,Programma 1,200-260,4,Batch,5107,*,4875-9999,4857,2025-06-11 10:00:55+00:00,-1.0
6737,2025-06-11,10:01:05,Programma 1,200-260,3,Batch,4986,*,4875-9999,4832,2025-06-11 10:01:05+00:00,-1.0
6776,2025-06-11,10:01:25,Programma 1,200-260,4,Batch,5000,*,4875-9999,4793,2025-06-11 10:01:25+00:00,-1.0
6799,2025-06-11,10:01:36,Programma 1,200-260,3,Batch,5057,*,4875-9999,4771,2025-06-11 10:01:36+00:00,0.0
6851,2025-06-11,10:02:01,Programma 1,200-260,4,Batch,4884,*,4875-9999,4716,2025-06-11 10:02:01+00:00,0.0
6898,2025-06-11,10:02:24,Programma 1,200-260,3,Batch,4888,*,4875-9999,4668,2025-06-11 10:02:24+00:00,0.0
6948,2025-06-11,10:02:57,Programma 1,200-260,4,Batch,4972,*,4875-9999,4608,2025-06-11 10:02:57+00:00,0.0
6978,2025-06-11,10:03:12,Programma 1,200-260,3,Batch,4979,*,4875-9999,4576,2025-06-11 10:03:12+00:00,0.0
7030,2025-06-11,10:03:40,Programma 1,200-260,4,Batch,5052,*,4875-9999,4515,2025-06-11 10:03:40+00:00,-1.0
7073,2025-06-11,10:04:04,Programma 1,200-260,3,Batch,5128,*,4875-9999,4470,2025-06-11 10:04:04+00:00,-1.0
7134,2025-06-11,10:04:41,Programma 1,200-260,4,Batch,5079,*,4875-9999,4398,2025-06-11 10:04:41+00:00,-2.0
7167,2025-06-11,10:05:07,Programma 1,200-260,3,Batch,5035,*,4875-9999,4358,2025-06-11 10:05:07+00:00,0.0
7216,2025-06-11,10:05:45,Programma 1,200-260,4,Batch,5002,*,4875-9999,4292,2025-06-11 10:05:45+00:00,0.0
7251,2025-06-11,10:06:08,Programma 1,200-260,3,Batch,4985,*,4875-9999,4251,2025-06-11 10:06:08+00:00,0.0
7306,2025-06-11,10:06:42,Programma 1,200-260,4,Batch,5002,*,4875-9999,4190,2025-06-11 10:06:42+00:00,0.0
7345,2025-06-11,10:07:10,Programma 1,200-260,3,Batch,5006,*,4875-9999,4137,2025-06-11 10:07:10+00:00,0.0
7410,2025-06-11,10:07:58,Programma 1,200-260,4,Batch,5085,*,4875-9999,4055,2025-06-11 10:07:58+00:00,-1.0
7448,2025-06-11,10:08:24,Programma 1,200-260,3,Batch,4962,*,4875-9999,4009,2025-06-11 10:08:24+00:00,-1.0
7507,2025-06-11,10:08:59,Programma 1,200-260,4,Batch,5086,*,4875-9999,3939,2025-06-11 10:08:59+00:00,0.0
7544,2025-06-11,10:09:17,Programma 1,200-260,3,Batch,5033,*,4875-9999,3895,2025-06-11 10:09:17+00:00,0.0
7599,2025-06-11,10:09:50,Programma 1,200-260,4,Batch,5123,*,4875-9999,3835,2025-06-11 10:09:50+00:00,-1.0
7660,2025-06-11,10:10:27,Programma 1,200-260,3,Batch,5015,*,4875-9999,3763,2025-06-11 10:10:27+00:00,-1.0
7718,2025-06-11,10:11:09,Programma 1,200-260,4,Batch,5010,*,4875-9999,3695,2025-06-11 10:11:09+00:00,0.0
7769,2025-06-11,10:11:47,Programma 1,200-260,3,Batch,5040,*,4875-9999,3626,2025-06-11 10:11:47+00:00,0.0
7846,2025-06-11,10:13:03,Programma 1,200-260,4,Batch,5069,*,4875-9999,3513,2025-06-11 10:13:03+00:00,0.0
7889,2025-06-11,10:13:31,Programma 1,200-260,3,Batch,5022,*,4875-9999,3462,2025-06-11 10:13:31+00:00,-1.0
7968,2025-06-11,10:14:32,Programma 1,200-260,4,Batch,5077,*,4875-9999,3364,2025-06-11 10:14:32+00:00,-3.0
8013,2025-06-11,10:15:08,Programma 1,200-260,3,Batch,4982,*,4875-9999,3304,2025-06-11 10:15:08+00:00,0.0
8068,2025-06-11,10:15:55,Programma 1,200-260,4,Batch,5091,*,4875-9999,3226,2025-06-11 10:15:55+00:00,0.0
8089,2025-06-11,10:16:05,Programma 1,200-260,3,Batch,4995,*,4875-9999,3202,2025-06-11 10:16:05+00:00,-1.0
8145,2025-06-11,10:16:43,Programma 1,200-260,4,Batch,4940,*,4875-9999,3138,2025-06-11 10:16:43+00:00,0.0
8213,2025-06-11,10:18:23,Programma 1,200-260,3,Batch,4989,*,4875-9999,3026,2025-06-11 10:18:23+00:00,0.0
8321,2025-06-11,10:20:37,Programma 1,200-260,4,Batch,5075,*,4875-9999,2877,2025-06-11 10:20:37+00:00,-1.0
8389,2025-06-11,10:21:53,Programma 1,200-260,3,Batch,5099,*,4875-9999,2771,2025-06-11 10:21:53+00:00,0.0
8472,2025-06-11,10:22:52,Programma 1,200-260,4,Batch,5006,*,4875-9999,2657,2025-06-11 10:22:52+00:00,0.0
8542,2025-06-11,10:23:48,Programma 1,200-260,3,Batch,5120,*,4875-9999,2554,2025-06-11 10:23:48+00:00,-2.0
8727,2025-06-11,10:26:47,Programma 1,200-260,4,Batch,4889,*,4875-9999,2282,2025-06-11 10:26:47+00:00,0.0
8824,2025-06-11,10:30:26,Programma 1,200-260,3,Batch,5054,*,4875-9999,2133,2025-06-11 10:30:26+00:00,-1.0
8913,2025-06-11,10:32:33,Programma 1,200-260,4,Batch,4911,*,4875-9999,2004,2025-06-11 10:32:33+00:00,0.0
8974,2025-06-11,10:33:20,Programma 1,200-260,3,Batch,5117,*,4875-9999,1929,2025-06-11 10:33:20+00:00,-1.0
9049,2025-06-11,10:34:16,Programma 1,200-260,4,Batch,5042,*,4875-9999,1843,2025-06-11 10:34:16+00:00,-1.0
9108,2025-06-11,10:34:56,Programma 1,200-260,3,Batch,5050,*,4875-9999,1767,2025-06-11 10:34:56+00:00,-2.0
9153,2025-06-11,10:35:27,Programma 1,200-260,4,Batch,5052,*,4875-9999,1715,2025-06-11 10:35:27+00:00,0.0
9215,2025-06-11,10:36:13,Programma 1,200-260,3,Batch,4948,*,4875-9999,1636,2025-06-11 10:36:13+00:00,0.0
9274,2025-06-11,10:37:03,Programma 1,200-260,4,Batch,5039,*,4875-9999,1558,2025-06-11 10:37:03+00:00,-2.0
9347,2025-06-11,10:38:28,Programma 1,200-260,3,Batch,5026,*,4875-9999,1457,2025-06-11 10:38:28+00:00,0.0
9423,2025-06-11,10:39:35,Programma 1,200-260,4,Batch,5109,*,4875-9999,1357,2025-06-11 10:39:35+00:00,-1.0
9484,2025-06-11,10:40:28,Programma 1,200-260,3,Batch,5121,*,4875-9999,1268,2025-06-11 10:40:28+00:00,-1.0
9540,2025-06-11,10:41:15,Programma 1,200-260,4,Batch,5111,*,4875-9999,1184,2025-06-11 10:41:15+00:00,-1.0
9607,2025-06-11,10:42:15,Programma 1,200-260,3,Batch,5024,*,4875-9999,1086,2025-06-11 10:42:15+00:00,0.0
9698,2025-06-11,10:43:35,Programma 1,200-260,4,Batch,4875,*,4875-9999,948,2025-06-11 10:43:35+00:00,0.0
9785,2025-06-11,10:45:22,Programma 1,200-260,3,Batch,5120,*,4875-9999,767,2025-06-11 10:45:22+00:00,0.0
9883,2025-06-11,10:47:18,Programma 1,200-260,4,Batch,4957,*,4875-9999,600,2025-06-11 10:47:18+00:00,0.0
9974,2025-06-11,10:48:42,Programma 1,200-260,3,Batch,4896,*,4875-9999,459,2025-06-11 10:48:42+00:00,0.0
10044,2025-06-11,10:49:36,Programma 1,200-260,4,Batch,4921,*,4875-9999,359,2025-06-11 10:49:36+00:00,0.0
10132,2025-06-11,10:50:56,Programma 1,200-260,3,Batch,4979,*,4875-9999,212,2025-06-11 10:50:56+00:00,0.0
10198,2025-06-11,10:54:22,Programma 1,200-260,4,Batch,4955,*,4875-9999,97,2025-06-11 10:54:22+00:00,-1.0
