,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
94,2025-06-17,12:43:22,Programma 1,160-190,4,Batch,4907,*,4875-9999,17832,2025-06-17 12:43:22+00:00,-1.0
158,2025-06-17,12:44:02,Programma 1,160-190,3,Batch,4935,*,4875-9999,17770,2025-06-17 12:44:02+00:00,-1.0
253,2025-06-17,12:44:44,Programma 1,160-190,4,Batch,4897,*,4875-9999,17666,2025-06-17 12:44:44+00:00,0.0
306,2025-06-17,12:45:08,Programma 1,160-190,3,Batch,4875,*,4875-9999,17604,2025-06-17 12:45:08+00:00,0.0
406,2025-06-17,12:45:56,Programma 1,160-190,4,Batch,4909,*,4875-9999,17486,2025-06-17 12:45:56+00:00,-2.0
446,2025-06-17,12:46:16,Programma 1,160-190,3,Batch,5046,*,4875-9999,17435,2025-06-17 12:46:16+00:00,-1.0
521,2025-06-17,12:46:48,Programma 1,160-190,4,Batch,4878,*,4875-9999,17357,2025-06-17 12:46:48+00:00,-1.0
596,2025-06-17,12:47:21,Programma 1,160-190,3,Batch,4880,*,4875-9999,17280,2025-06-17 12:47:21+00:00,0.0
711,2025-06-17,12:48:08,Programma 1,160-190,4,Batch,4901,*,4875-9999,17156,2025-06-17 12:48:08+00:00,0.0
770,2025-06-17,12:48:34,Programma 1,160-190,3,Batch,5025,*,4875-9999,17093,2025-06-17 12:48:34+00:00,0.0
866,2025-06-17,12:49:17,Programma 1,160-190,4,Batch,5048,*,4875-9999,16989,2025-06-17 12:49:17+00:00,0.0
918,2025-06-17,12:49:38,Programma 1,160-190,3,Batch,5034,*,4875-9999,16937,2025-06-17 12:49:38+00:00,0.0
1001,2025-06-17,12:50:15,Programma 1,160-190,4,Batch,4945,*,4875-9999,16845,2025-06-17 12:50:15+00:00,-1.0
1097,2025-06-17,12:50:57,Programma 1,160-190,3,Batch,5039,*,4875-9999,16744,2025-06-17 12:50:57+00:00,0.0
1220,2025-06-17,12:51:50,Programma 1,160-190,4,Batch,4915,*,4875-9999,16612,2025-06-17 12:51:50+00:00,0.0
1282,2025-06-17,12:52:16,Programma 1,160-190,3,Batch,4944,*,4875-9999,16546,2025-06-17 12:52:16+00:00,-1.0
1393,2025-06-17,12:53:05,Programma 1,160-190,4,Batch,4877,*,4875-9999,16430,2025-06-17 12:53:05+00:00,0.0
1460,2025-06-17,12:53:37,Programma 1,160-190,3,Batch,4932,*,4875-9999,16358,2025-06-17 12:53:37+00:00,0.0
1545,2025-06-17,12:54:12,Programma 1,160-190,4,Batch,4896,*,4875-9999,16269,2025-06-17 12:54:12+00:00,0.0
