,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
5503,2025-06-17,13:22:23,Programma 1,120-170,2,Batch,4433,30,*,12117,2025-06-17 13:22:23+00:00,0.0
5634,2025-06-17,13:23:16,Programma 1,120-170,1,Batch,4312,30,*,11983,2025-06-17 13:23:16+00:00,0.0
5757,2025-06-17,13:24:08,Programma 1,120-170,2,Batch,4289,30,*,11857,2025-06-17 13:24:08+00:00,0.0
5873,2025-06-17,13:24:57,Programma 1,120-170,1,Batch,4296,30,*,11733,2025-06-17 13:24:57+00:00,-1.0
5999,2025-06-17,13:25:53,Programma 1,120-170,2,Batch,4346,30,*,11599,2025-06-17 13:25:53+00:00,0.0
6159,2025-06-17,13:26:59,Programma 1,120-170,1,Batch,4229,30,*,11435,2025-06-17 13:26:59+00:00,-1.0
6268,2025-06-17,13:27:46,Programma 1,120-170,2,Batch,4256,30,*,11320,2025-06-17 13:27:46+00:00,-1.0
6391,2025-06-17,13:28:35,Programma 1,120-170,1,Batch,4412,30,*,11194,2025-06-17 13:28:35+00:00,-1.0
6467,2025-06-17,13:29:08,Programma 1,120-170,2,Batch,4334,30,*,11112,2025-06-17 13:29:08+00:00,-1.0
6551,2025-06-17,13:29:42,Programma 1,120-170,1,Batch,4372,30,*,11024,2025-06-17 13:29:42+00:00,0.0
6700,2025-06-17,13:30:43,Programma 1,120-170,2,Batch,4418,30,*,10871,2025-06-17 13:30:43+00:00,0.0
6831,2025-06-17,13:31:40,Programma 1,120-170,1,Batch,4345,30,*,10729,2025-06-17 13:31:40+00:00,-1.0
6968,2025-06-17,13:32:38,Programma 1,120-170,2,Batch,4336,30,*,10586,2025-06-17 13:32:38+00:00,0.0
7079,2025-06-17,13:33:24,Programma 1,120-170,1,Batch,4390,30,*,10467,2025-06-17 13:33:24+00:00,0.0
7206,2025-06-17,13:34:17,Programma 1,120-170,2,Batch,4427,30,*,10333,2025-06-17 13:34:17+00:00,0.0
7303,2025-06-17,13:34:59,Programma 1,120-170,1,Batch,4338,30,*,10224,2025-06-17 13:34:59+00:00,-1.0
7389,2025-06-17,13:35:35,Programma 1,120-170,2,Batch,4283,30,*,10135,2025-06-17 13:35:35+00:00,0.0
7503,2025-06-17,13:36:23,Programma 1,120-170,1,Batch,4410,30,*,10011,2025-06-17 13:36:23+00:00,-1.0
7622,2025-06-17,13:37:15,Programma 1,120-170,2,Batch,4332,30,*,9884,2025-06-17 13:37:15+00:00,0.0
7741,2025-06-17,13:38:10,Programma 1,120-170,1,Batch,4270,30,*,9747,2025-06-17 13:38:10+00:00,0.0
7845,2025-06-17,13:38:59,Programma 1,120-170,2,Batch,4395,30,*,9632,2025-06-17 13:38:59+00:00,-1.0
7971,2025-06-17,13:39:52,Programma 1,120-170,1,Batch,4209,30,*,9497,2025-06-17 13:39:52+00:00,-1.0
8067,2025-06-17,13:40:34,Programma 1,120-170,2,Batch,4396,30,*,9395,2025-06-17 13:40:34+00:00,0.0
8187,2025-06-17,13:41:28,Programma 1,120-170,1,Batch,4383,30,*,9258,2025-06-17 13:41:28+00:00,-1.0
8314,2025-06-17,13:42:21,Programma 1,120-170,2,Batch,4395,30,*,9126,2025-06-17 13:42:21+00:00,-1.0
8442,2025-06-17,13:43:19,Programma 1,120-170,1,Batch,4330,30,*,8973,2025-06-17 13:43:19+00:00,-1.0
8558,2025-06-17,13:44:17,Programma 1,120-170,2,Batch,4328,30,*,8843,2025-06-17 13:44:17+00:00,0.0
8666,2025-06-17,13:45:06,Programma 1,120-170,1,Batch,4311,30,*,8731,2025-06-17 13:45:06+00:00,0.0
8809,2025-06-17,13:46:16,Programma 1,120-170,2,Batch,4277,30,*,8577,2025-06-17 13:46:16+00:00,0.0
8955,2025-06-17,13:47:31,Programma 1,120-170,1,Batch,4326,30,*,8414,2025-06-17 13:47:31+00:00,-1.0
9119,2025-06-17,13:48:53,Programma 1,120-170,2,Batch,4328,30,*,8217,2025-06-17 13:48:53+00:00,-1.0
9218,2025-06-17,13:49:46,Programma 1,120-170,1,Batch,4342,30,*,8122,2025-06-17 13:49:46+00:00,0.0
9311,2025-06-17,13:50:28,Programma 1,120-170,2,Batch,4247,30,*,8015,2025-06-17 13:50:28+00:00,-1.0
9455,2025-06-17,13:51:40,Programma 1,120-170,1,Batch,4415,30,*,7845,2025-06-17 13:51:40+00:00,0.0
9562,2025-06-17,13:52:33,Programma 1,120-170,2,Batch,4350,30,*,7726,2025-06-17 13:52:33+00:00,0.0
9676,2025-06-17,13:53:31,Programma 1,120-170,1,Batch,4383,30,*,7602,2025-06-17 13:53:31+00:00,-1.0
9781,2025-06-17,13:54:24,Programma 1,120-170,2,Batch,4332,30,*,7487,2025-06-17 13:54:24+00:00,-1.0
9894,2025-06-17,13:55:32,Programma 1,120-170,1,Batch,4373,30,*,7355,2025-06-17 13:55:32+00:00,-1.0
10040,2025-06-17,13:56:44,Programma 1,120-170,2,Batch,4347,30,*,7192,2025-06-17 13:56:44+00:00,0.0
10224,2025-06-17,13:58:18,Programma 1,120-170,1,Batch,4351,30,*,6985,2025-06-17 13:58:18+00:00,-1.0
10334,2025-06-17,13:59:12,Programma 1,120-170,2,Batch,4380,30,*,6864,2025-06-17 13:59:12+00:00,0.0
10496,2025-06-17,14:00:27,Programma 1,120-170,1,Batch,4346,30,*,6691,2025-06-17 14:00:27+00:00,-1.0
10628,2025-06-17,14:01:25,Programma 1,120-170,2,Batch,4360,30,*,6552,2025-06-17 14:01:25+00:00,-1.0
10843,2025-06-17,14:03:10,Programma 1,120-170,1,Batch,4364,30,*,6319,2025-06-17 14:03:10+00:00,-1.0
10949,2025-06-17,14:04:01,Programma 1,120-170,2,Batch,4280,30,*,6207,2025-06-17 14:04:01+00:00,0.0
11044,2025-06-17,14:04:43,Programma 1,120-170,1,Batch,4301,30,*,6104,2025-06-17 14:04:43+00:00,-1.0
11131,2025-06-17,14:05:21,Programma 1,120-170,2,Batch,4343,30,*,6014,2025-06-17 14:05:21+00:00,0.0
11265,2025-06-17,14:06:22,Programma 1,120-170,1,Batch,4394,30,*,5865,2025-06-17 14:06:22+00:00,0.0
11387,2025-06-17,14:07:17,Programma 1,120-170,2,Batch,4353,30,*,5728,2025-06-17 14:07:17+00:00,0.0
11524,2025-06-17,14:08:12,Programma 1,120-170,1,Batch,4474,30,*,5579,2025-06-17 14:08:12+00:00,0.0
11626,2025-06-17,14:09:38,Programma 1,120-170,2,Batch,4303,30,*,5471,2025-06-17 14:09:38+00:00,-1.0
11717,2025-06-17,14:10:21,Programma 1,120-170,1,Batch,4324,30,*,5370,2025-06-17 14:10:21+00:00,-1.0
11770,2025-06-17,14:10:52,Programma 1,120-170,2,Batch,4353,30,*,5317,2025-06-17 14:10:52+00:00,-1.0
11866,2025-06-17,14:11:42,Programma 1,120-170,1,Batch,4431,30,*,5215,2025-06-17 14:11:42+00:00,0.0
11943,2025-06-17,14:12:19,Programma 1,120-170,2,Batch,4362,30,*,5136,2025-06-17 14:12:19+00:00,0.0
12068,2025-06-17,14:13:28,Programma 1,120-170,1,Batch,4427,30,*,5003,2025-06-17 14:13:28+00:00,-1.0
12145,2025-06-17,14:14:04,Programma 1,120-170,2,Batch,4334,30,*,4922,2025-06-17 14:14:04+00:00,-1.0
12254,2025-06-17,14:14:59,Programma 1,120-170,1,Batch,4431,30,*,4805,2025-06-17 14:14:59+00:00,-1.0
12323,2025-06-17,14:15:31,Programma 1,120-170,2,Batch,4283,30,*,4727,2025-06-17 14:15:31+00:00,0.0
12441,2025-06-17,14:16:36,Programma 1,120-170,1,Batch,4322,30,*,4601,2025-06-17 14:16:36+00:00,-1.0
12507,2025-06-17,14:17:04,Programma 1,120-170,2,Batch,4321,30,*,4536,2025-06-17 14:17:04+00:00,-1.0
12632,2025-06-17,14:18:12,Programma 1,120-170,1,Batch,4416,30,*,4405,2025-06-17 14:18:12+00:00,0.0
12730,2025-06-17,14:18:59,Programma 1,120-170,2,Batch,4257,30,*,4300,2025-06-17 14:18:59+00:00,-1.0
12829,2025-06-17,14:19:50,Programma 1,120-170,1,Batch,4305,30,*,4198,2025-06-17 14:19:50+00:00,-1.0
12926,2025-06-17,14:20:47,Programma 1,120-170,2,Batch,4345,30,*,4070,2025-06-17 14:20:47+00:00,0.0
13024,2025-06-17,14:21:32,Programma 1,120-170,1,Batch,4347,30,*,3960,2025-06-17 14:21:32+00:00,0.0
13109,2025-06-17,14:22:14,Programma 1,120-170,2,Batch,4433,30,*,3869,2025-06-17 14:22:14+00:00,-1.0
13247,2025-06-17,14:23:25,Programma 1,120-170,1,Batch,4288,30,*,3721,2025-06-17 14:23:25+00:00,-1.0
13317,2025-06-17,14:24:03,Programma 1,120-170,2,Batch,4332,30,*,3649,2025-06-17 14:24:03+00:00,0.0
13504,2025-06-17,14:25:38,Programma 1,120-170,1,Batch,4314,30,*,3449,2025-06-17 14:25:38+00:00,-1.0
13651,2025-06-17,14:26:46,Programma 1,120-170,2,Batch,4381,30,*,3293,2025-06-17 14:26:46+00:00,0.0
13793,2025-06-17,14:27:46,Programma 1,120-170,1,Batch,4371,30,*,3144,2025-06-17 14:27:46+00:00,-1.0
13895,2025-06-17,14:28:32,Programma 1,120-170,2,Batch,4340,30,*,3038,2025-06-17 14:28:32+00:00,-1.0
14065,2025-06-17,14:29:51,Programma 1,120-170,1,Batch,4335,30,*,2857,2025-06-17 14:29:51+00:00,-1.0
14245,2025-06-17,14:31:11,Programma 1,120-170,2,Batch,4330,30,*,2670,2025-06-17 14:31:11+00:00,0.0
14470,2025-06-17,14:32:52,Programma 1,120-170,1,Batch,4289,30,*,2413,2025-06-17 14:32:52+00:00,0.0
14614,2025-06-17,14:33:52,Programma 1,120-170,2,Batch,4362,30,*,2263,2025-06-17 14:33:52+00:00,-1.0
14804,2025-06-17,14:35:11,Programma 1,120-170,1,Batch,4378,30,*,2046,2025-06-17 14:35:11+00:00,-1.0
14891,2025-06-17,14:35:46,Programma 1,120-170,2,Batch,4426,30,*,1956,2025-06-17 14:35:46+00:00,-1.0
15006,2025-06-17,14:36:39,Programma 1,120-170,1,Batch,4270,30,*,1827,2025-06-17 14:36:39+00:00,0.0
15158,2025-06-17,14:37:49,Programma 1,120-170,2,Batch,4410,30,*,1650,2025-06-17 14:37:49+00:00,-1.0
15295,2025-06-17,14:38:49,Programma 1,120-170,1,Batch,4332,30,*,1489,2025-06-17 14:38:49+00:00,-1.0
15402,2025-06-17,14:39:41,Programma 1,120-170,2,Batch,4410,30,*,1366,2025-06-17 14:39:41+00:00,0.0
15571,2025-06-17,14:40:54,Programma 1,120-170,1,Batch,4338,30,*,1177,2025-06-17 14:40:54+00:00,-1.0
15675,2025-06-17,14:41:59,Programma 1,120-170,2,Batch,4325,30,*,1061,2025-06-17 14:41:59+00:00,-1.0
15827,2025-06-17,14:43:03,Programma 1,120-170,1,Batch,4340,30,*,910,2025-06-17 14:43:03+00:00,0.0
15908,2025-06-17,14:43:50,Programma 1,120-170,2,Batch,4375,30,*,828,2025-06-17 14:43:50+00:00,0.0
16055,2025-06-17,14:45:01,Programma 1,120-170,1,Batch,4297,30,*,675,2025-06-17 14:45:01+00:00,-1.0
16188,2025-06-17,14:46:10,Programma 1,120-170,2,Batch,4221,30,*,540,2025-06-17 14:46:10+00:00,-1.0
16299,2025-06-17,14:47:00,Programma 1,120-170,1,Batch,4297,30,*,423,2025-06-17 14:47:00+00:00,0.0
16413,2025-06-17,14:47:43,Programma 1,120-170,2,Batch,4331,30,*,309,2025-06-17 14:47:43+00:00,-1.0
16538,2025-06-17,14:49:00,Programma 1,120-170,1,Batch,4244,30,*,164,2025-06-17 14:49:00+00:00,-1.0
16582,2025-06-17,14:49:35,Programma 1,120-170,2,Batch,4192,30,*,81,2025-06-17 14:49:35+00:00,-1.0
