,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
54,2025-06-17,07:39:03,Programma 1,170-190,4,Batch,3632,20,*,61251,2025-06-17 07:39:03+00:00,-1.0
58,2025-06-17,07:39:05,Programma 1,170-190,3,Batch,3633,20,*,61245,2025-06-17 07:39:05+00:00,-1.0
186,2025-06-17,07:40:10,Programma 1,170-190,3,Batch,3603,20,*,61079,2025-06-17 07:40:10+00:00,0.0
187,2025-06-17,07:40:10,Programma 1,170-190,4,Batch,3603,20,*,61078,2025-06-17 07:40:10+00:00,-1.0
323,2025-06-17,07:41:10,Programma 1,170-190,4,Batch,3628,20,*,60926,2025-06-17 07:41:10+00:00,0.0
324,2025-06-17,07:41:10,Programma 1,170-190,3,Batch,3578,20,*,60925,2025-06-17 07:41:10+00:00,0.0
464,2025-06-17,07:42:12,Programma 1,170-190,4,Batch,3583,20,*,60769,2025-06-17 07:42:12+00:00,-1.0
467,2025-06-17,07:42:13,Programma 1,170-190,3,Batch,3553,20,*,60766,2025-06-17 07:42:13+00:00,-1.0
679,2025-06-17,07:43:51,Programma 1,170-190,4,Batch,3624,20,*,60512,2025-06-17 07:43:51+00:00,0.0
681,2025-06-17,07:43:52,Programma 1,170-190,3,Batch,3622,20,*,60510,2025-06-17 07:43:52+00:00,0.0
886,2025-06-17,07:45:24,Programma 1,170-190,4,Batch,3638,20,*,60272,2025-06-17 07:45:24+00:00,0.0
903,2025-06-17,07:45:32,Programma 1,170-190,3,Batch,3644,20,*,60250,2025-06-17 07:45:32+00:00,-1.0
1228,2025-06-17,07:47:55,Programma 1,170-190,4,Batch,3640,20,*,59875,2025-06-17 07:47:55+00:00,0.0
1243,2025-06-17,07:48:00,Programma 1,170-190,3,Batch,3607,20,*,59859,2025-06-17 07:48:00+00:00,0.0
1612,2025-06-17,07:50:35,Programma 1,170-190,4,Batch,3645,20,*,59454,2025-06-17 07:50:35+00:00,0.0
1634,2025-06-17,07:50:45,Programma 1,170-190,3,Batch,3651,20,*,59424,2025-06-17 07:50:45+00:00,0.0
1910,2025-06-17,07:52:43,Programma 1,170-190,4,Batch,3605,20,*,59114,2025-06-17 07:52:43+00:00,-1.0
1924,2025-06-17,07:52:49,Programma 1,170-190,3,Batch,3668,20,*,59096,2025-06-17 07:52:49+00:00,0.0
2207,2025-06-17,07:54:47,Programma 1,170-190,4,Batch,3626,20,*,58798,2025-06-17 07:54:47+00:00,-1.0
2229,2025-06-17,07:54:54,Programma 1,170-190,3,Batch,3662,20,*,58777,2025-06-17 07:54:54+00:00,0.0
2503,2025-06-17,07:56:47,Programma 1,170-190,4,Batch,3656,20,*,58491,2025-06-17 07:56:47+00:00,0.0
2544,2025-06-17,07:57:05,Programma 1,170-190,3,Batch,3588,20,*,58443,2025-06-17 07:57:05+00:00,0.0
2775,2025-06-17,07:58:39,Programma 1,170-190,4,Batch,3665,20,*,58195,2025-06-17 07:58:39+00:00,-1.0
2805,2025-06-17,07:58:51,Programma 1,170-190,3,Batch,3640,20,*,58164,2025-06-17 07:58:51+00:00,0.0
3060,2025-06-17,08:00:42,Programma 1,170-190,4,Batch,3597,20,*,57881,2025-06-17 08:00:42+00:00,0.0
3111,2025-06-17,08:01:03,Programma 1,170-190,3,Batch,3626,20,*,57823,2025-06-17 08:01:03+00:00,0.0
3357,2025-06-17,08:02:44,Programma 1,170-190,4,Batch,3635,20,*,57561,2025-06-17 08:02:44+00:00,-1.0
3381,2025-06-17,08:02:55,Programma 1,170-190,3,Batch,3655,20,*,57531,2025-06-17 08:02:55+00:00,0.0
3650,2025-06-17,08:04:48,Programma 1,170-190,4,Batch,3671,20,*,57252,2025-06-17 08:04:48+00:00,0.0
3724,2025-06-17,08:05:24,Programma 1,170-190,3,Batch,3621,20,*,57167,2025-06-17 08:05:24+00:00,-1.0
4041,2025-06-17,08:07:43,Programma 1,170-190,4,Batch,3619,20,*,56814,2025-06-17 08:07:43+00:00,0.0
4084,2025-06-17,08:08:01,Programma 1,170-190,3,Batch,3660,20,*,56767,2025-06-17 08:08:01+00:00,0.0
4341,2025-06-17,08:09:49,Programma 1,170-190,4,Batch,3641,20,*,56488,2025-06-17 08:09:49+00:00,-1.0
4403,2025-06-17,08:10:16,Programma 1,170-190,3,Batch,3659,20,*,56420,2025-06-17 08:10:16+00:00,-1.0
4674,2025-06-17,08:12:20,Programma 1,170-190,4,Batch,3655,20,*,56124,2025-06-17 08:12:20+00:00,0.0
4749,2025-06-17,08:12:51,Programma 1,170-190,3,Batch,3589,20,*,56047,2025-06-17 08:12:51+00:00,0.0
5008,2025-06-17,08:14:44,Programma 1,170-190,4,Batch,3618,20,*,55768,2025-06-17 08:14:44+00:00,0.0
5079,2025-06-17,08:15:19,Programma 1,170-190,3,Batch,3632,20,*,55681,2025-06-17 08:15:19+00:00,0.0
5255,2025-06-17,08:16:35,Programma 1,170-190,4,Batch,3642,20,*,55488,2025-06-17 08:16:35+00:00,0.0
5279,2025-06-17,08:16:45,Programma 1,170-190,3,Batch,3602,20,*,55462,2025-06-17 08:16:45+00:00,-1.0
5516,2025-06-17,08:18:31,Programma 1,170-190,4,Batch,3575,20,*,55196,2025-06-17 08:18:31+00:00,0.0
5554,2025-06-17,08:18:45,Programma 1,170-190,3,Batch,3613,20,*,55155,2025-06-17 08:18:45+00:00,0.0
5780,2025-06-17,08:20:30,Programma 1,170-190,4,Batch,3642,20,*,54900,2025-06-17 08:20:30+00:00,-2.0
5890,2025-06-17,08:21:43,Programma 1,170-190,3,Batch,3650,20,*,54776,2025-06-17 08:21:43+00:00,-6.0
6116,2025-06-17,08:25:06,Programma 1,170-190,4,Batch,3636,20,*,54528,2025-06-17 08:25:06+00:00,-1.0
6234,2025-06-17,08:26:03,Programma 1,170-190,3,Batch,3613,20,*,54391,2025-06-17 08:26:03+00:00,-1.0
6477,2025-06-17,08:27:50,Programma 1,170-190,4,Batch,3637,20,*,54117,2025-06-17 08:27:50+00:00,0.0
6540,2025-06-17,08:28:17,Programma 1,170-190,3,Batch,3661,20,*,54047,2025-06-17 08:28:17+00:00,0.0
6670,2025-06-17,08:29:10,Programma 1,170-190,4,Batch,3650,20,*,53912,2025-06-17 08:29:10+00:00,0.0
6697,2025-06-17,08:29:22,Programma 1,170-190,3,Batch,3632,20,*,53881,2025-06-17 08:29:22+00:00,-1.0
6803,2025-06-17,08:30:03,Programma 1,170-190,4,Batch,3616,20,*,53771,2025-06-17 08:30:03+00:00,0.0
6829,2025-06-17,08:30:14,Programma 1,170-190,3,Batch,3586,20,*,53742,2025-06-17 08:30:14+00:00,-2.0
6928,2025-06-17,08:30:52,Programma 1,170-190,4,Batch,3637,20,*,53644,2025-06-17 08:30:52+00:00,-1.0
6985,2025-06-17,08:31:13,Programma 1,170-190,3,Batch,3613,20,*,53590,2025-06-17 08:31:13+00:00,0.0
7084,2025-06-17,08:31:56,Programma 1,170-190,4,Batch,3595,20,*,53476,2025-06-17 08:31:56+00:00,-1.0
7100,2025-06-17,08:32:02,Programma 1,170-190,3,Batch,3605,20,*,53460,2025-06-17 08:32:02+00:00,-1.0
7165,2025-06-17,08:32:29,Programma 1,170-190,4,Batch,3669,20,*,53395,2025-06-17 08:32:29+00:00,0.0
7175,2025-06-17,08:32:32,Programma 1,170-190,3,Batch,3620,20,*,53385,2025-06-17 08:32:32+00:00,0.0
7255,2025-06-17,08:33:06,Programma 1,170-190,4,Batch,3594,20,*,53299,2025-06-17 08:33:06+00:00,0.0
7288,2025-06-17,08:33:18,Programma 1,170-190,3,Batch,3614,20,*,53265,2025-06-17 08:33:18+00:00,0.0
7374,2025-06-17,08:33:53,Programma 1,170-190,4,Batch,3602,20,*,53176,2025-06-17 08:33:53+00:00,0.0
7396,2025-06-17,08:34:02,Programma 1,170-190,3,Batch,3596,20,*,53152,2025-06-17 08:34:02+00:00,-1.0
7509,2025-06-17,08:34:52,Programma 1,170-190,4,Batch,3611,20,*,53023,2025-06-17 08:34:52+00:00,-1.0
7528,2025-06-17,08:34:59,Programma 1,170-190,3,Batch,3589,20,*,53004,2025-06-17 08:34:59+00:00,0.0
7609,2025-06-17,08:35:34,Programma 1,170-190,4,Batch,3615,20,*,52919,2025-06-17 08:35:34+00:00,0.0
7643,2025-06-17,08:35:47,Programma 1,170-190,3,Batch,3600,20,*,52884,2025-06-17 08:35:47+00:00,0.0
7744,2025-06-17,08:36:29,Programma 1,170-190,4,Batch,3617,20,*,52779,2025-06-17 08:36:29+00:00,0.0
7764,2025-06-17,08:36:37,Programma 1,170-190,3,Batch,3616,20,*,52759,2025-06-17 08:36:37+00:00,-1.0
7834,2025-06-17,08:37:07,Programma 1,170-190,4,Batch,3614,20,*,52687,2025-06-17 08:37:07+00:00,-2.0
7842,2025-06-17,08:37:10,Programma 1,170-190,3,Batch,3604,20,*,52679,2025-06-17 08:37:10+00:00,0.0
7967,2025-06-17,08:38:04,Programma 1,170-190,4,Batch,3586,20,*,52551,2025-06-17 08:38:04+00:00,0.0
7979,2025-06-17,08:38:08,Programma 1,170-190,3,Batch,3631,20,*,52540,2025-06-17 08:38:08+00:00,0.0
8098,2025-06-17,08:39:01,Programma 1,170-190,4,Batch,3623,20,*,52418,2025-06-17 08:39:01+00:00,-1.0
8124,2025-06-17,08:39:13,Programma 1,170-190,3,Batch,3586,20,*,52390,2025-06-17 08:39:13+00:00,-1.0
8265,2025-06-17,08:40:14,Programma 1,170-190,4,Batch,3648,20,*,52230,2025-06-17 08:40:14+00:00,-2.0
8275,2025-06-17,08:40:17,Programma 1,170-190,3,Batch,3609,20,*,52223,2025-06-17 08:40:17+00:00,0.0
8370,2025-06-17,08:41:01,Programma 1,170-190,4,Batch,3624,20,*,52118,2025-06-17 08:41:01+00:00,-1.0
8398,2025-06-17,08:41:12,Programma 1,170-190,3,Batch,3599,20,*,52090,2025-06-17 08:41:12+00:00,0.0
8540,2025-06-17,08:42:14,Programma 1,170-190,4,Batch,3589,20,*,51940,2025-06-17 08:42:14+00:00,-1.0
8562,2025-06-17,08:42:24,Programma 1,170-190,3,Batch,3618,20,*,51913,2025-06-17 08:42:24+00:00,-1.0
8802,2025-06-17,08:44:25,Programma 1,170-190,4,Batch,3611,20,*,51656,2025-06-17 08:44:25+00:00,-4.0
8811,2025-06-17,08:44:32,Programma 1,170-190,3,Batch,3587,20,*,51647,2025-06-17 08:44:32+00:00,-3.0
9048,2025-06-17,08:47:24,Programma 1,170-190,4,Batch,3574,20,*,51391,2025-06-17 08:47:24+00:00,-1.0
9053,2025-06-17,08:47:25,Programma 1,170-190,3,Batch,3636,20,*,51389,2025-06-17 08:47:25+00:00,-1.0
9305,2025-06-17,08:49:49,Programma 1,170-190,4,Batch,3623,20,*,51102,2025-06-17 08:49:49+00:00,-1.0
9316,2025-06-17,08:49:52,Programma 1,170-190,3,Batch,3640,20,*,51090,2025-06-17 08:49:52+00:00,-1.0
9506,2025-06-17,08:51:17,Programma 1,170-190,4,Batch,3606,20,*,50880,2025-06-17 08:51:17+00:00,0.0
9514,2025-06-17,08:51:19,Programma 1,170-190,3,Batch,3584,20,*,50872,2025-06-17 08:51:19+00:00,-1.0
9750,2025-06-17,08:53:16,Programma 1,170-190,4,Batch,3588,20,*,50611,2025-06-17 08:53:16+00:00,0.0
9784,2025-06-17,08:53:38,Programma 1,170-190,3,Batch,3616,20,*,50576,2025-06-17 08:53:38+00:00,0.0
10005,2025-06-17,08:55:26,Programma 1,170-190,4,Batch,3639,20,*,50329,2025-06-17 08:55:26+00:00,0.0
10027,2025-06-17,08:55:37,Programma 1,170-190,3,Batch,3595,20,*,50303,2025-06-17 08:55:37+00:00,0.0
10137,2025-06-17,08:56:25,Programma 1,170-190,4,Batch,3601,20,*,50178,2025-06-17 08:56:25+00:00,-1.0
10148,2025-06-17,08:56:28,Programma 1,170-190,3,Batch,3608,20,*,50170,2025-06-17 08:56:28+00:00,-1.0
10230,2025-06-17,08:57:02,Programma 1,170-190,4,Batch,3617,20,*,50084,2025-06-17 08:57:02+00:00,-1.0
10238,2025-06-17,08:57:05,Programma 1,170-190,3,Batch,3626,20,*,50076,2025-06-17 08:57:05+00:00,-1.0
10339,2025-06-17,08:57:46,Programma 1,170-190,4,Batch,3631,20,*,49972,2025-06-17 08:57:46+00:00,0.0
10338,2025-06-17,08:57:46,Programma 1,170-190,3,Batch,3623,20,*,49971,2025-06-17 08:57:46+00:00,-1.0
10460,2025-06-17,08:58:34,Programma 1,170-190,3,Batch,3620,20,*,49846,2025-06-17 08:58:34+00:00,0.0
