,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
174,2025-06-17,12:44:09,Programma 1,190-250,7,Batch,4910,*,4875-9999,17750,2025-06-17 12:44:09+00:00,0.0
202,2025-06-17,12:44:25,Programma 1,190-250,6,Batch,4902,*,4875-9999,17718,2025-06-17 12:44:25+00:00,0.0
213,2025-06-17,12:44:29,Programma 1,190-250,5,Batch,4949,*,4875-9999,17705,2025-06-17 12:44:29+00:00,0.0
379,2025-06-17,12:45:45,Programma 1,190-250,7,Batch,4919,*,4875-9999,17517,2025-06-17 12:45:45+00:00,0.0
447,2025-06-17,12:46:16,Programma 1,190-250,6,Batch,4911,*,4875-9999,17438,2025-06-17 12:46:16+00:00,0.0
467,2025-06-17,12:46:24,Programma 1,190-250,5,Batch,4893,*,4875-9999,17414,2025-06-17 12:46:24+00:00,-1.0
655,2025-06-17,12:47:45,Programma 1,190-250,7,Batch,5020,*,4875-9999,17217,2025-06-17 12:47:45+00:00,0.0
695,2025-06-17,12:48:02,Programma 1,190-250,6,Batch,5051,*,4875-9999,17177,2025-06-17 12:48:02+00:00,0.0
700,2025-06-17,12:48:04,Programma 1,190-250,5,Batch,4892,*,4875-9999,17168,2025-06-17 12:48:04+00:00,-1.0
895,2025-06-17,12:49:29,Programma 1,190-250,7,Batch,5078,*,4875-9999,16960,2025-06-17 12:49:29+00:00,0.0
953,2025-06-17,12:49:53,Programma 1,190-250,6,Batch,4898,*,4875-9999,16896,2025-06-17 12:49:53+00:00,-3.0
958,2025-06-17,12:49:57,Programma 1,190-250,5,Batch,4877,*,4875-9999,16893,2025-06-17 12:49:57+00:00,0.0
1100,2025-06-17,12:50:58,Programma 1,190-250,7,Batch,4920,*,4875-9999,16740,2025-06-17 12:50:58+00:00,-1.0
1130,2025-06-17,12:51:11,Programma 1,190-250,6,Batch,4891,*,4875-9999,16707,2025-06-17 12:51:11+00:00,0.0
1134,2025-06-17,12:51:12,Programma 1,190-250,5,Batch,4884,*,4875-9999,16705,2025-06-17 12:51:12+00:00,0.0
1276,2025-06-17,12:52:14,Programma 1,190-250,7,Batch,4900,*,4875-9999,16552,2025-06-17 12:52:14+00:00,-1.0
1308,2025-06-17,12:52:28,Programma 1,190-250,5,Batch,4918,*,4875-9999,16515,2025-06-17 12:52:28+00:00,-2.0
1310,2025-06-17,12:52:28,Programma 1,190-250,6,Batch,4913,*,4875-9999,16521,2025-06-17 12:52:28+00:00,0.0
1466,2025-06-17,12:53:39,Programma 1,190-250,7,Batch,5075,*,4875-9999,16352,2025-06-17 12:53:39+00:00,0.0
1525,2025-06-17,12:54:04,Programma 1,190-250,6,Batch,4902,*,4875-9999,16291,2025-06-17 12:54:04+00:00,-1.0
1551,2025-06-17,12:54:14,Programma 1,190-250,5,Batch,5037,*,4875-9999,16262,2025-06-17 12:54:14+00:00,-1.0
1720,2025-06-17,12:55:23,Programma 1,190-250,7,Batch,5066,*,4875-9999,16086,2025-06-17 12:55:23+00:00,0.0
1739,2025-06-17,12:55:30,Programma 1,190-250,6,Batch,4902,*,4875-9999,16067,2025-06-17 12:55:30+00:00,0.0
1755,2025-06-17,12:55:36,Programma 1,190-250,5,Batch,4937,*,4875-9999,16049,2025-06-17 12:55:36+00:00,0.0
1913,2025-06-17,12:56:43,Programma 1,190-250,7,Batch,5019,*,4875-9999,15875,2025-06-17 12:56:43+00:00,0.0
1929,2025-06-17,12:56:50,Programma 1,190-250,6,Batch,4879,*,4875-9999,15859,2025-06-17 12:56:50+00:00,0.0
1938,2025-06-17,12:56:53,Programma 1,190-250,5,Batch,5034,*,4875-9999,15848,2025-06-17 12:56:53+00:00,-1.0
2115,2025-06-17,12:58:01,Programma 1,190-250,7,Batch,4915,*,4875-9999,15671,2025-06-17 12:58:01+00:00,0.0
2140,2025-06-17,12:58:12,Programma 1,190-250,6,Batch,5086,*,4875-9999,15644,2025-06-17 12:58:12+00:00,0.0
2166,2025-06-17,12:58:23,Programma 1,190-250,5,Batch,5051,*,4875-9999,15618,2025-06-17 12:58:23+00:00,0.0
2302,2025-06-17,12:59:17,Programma 1,190-250,7,Batch,5008,*,4875-9999,15478,2025-06-17 12:59:17+00:00,0.0
2314,2025-06-17,12:59:20,Programma 1,190-250,6,Batch,4883,*,4875-9999,15467,2025-06-17 12:59:20+00:00,0.0
2338,2025-06-17,12:59:31,Programma 1,190-250,5,Batch,4967,*,4875-9999,15442,2025-06-17 12:59:31+00:00,-1.0
2484,2025-06-17,13:00:33,Programma 1,190-250,7,Batch,4975,*,4875-9999,15292,2025-06-17 13:00:33+00:00,0.0
2495,2025-06-17,13:00:39,Programma 1,190-250,6,Batch,4876,*,4875-9999,15277,2025-06-17 13:00:39+00:00,0.0
2525,2025-06-17,13:00:52,Programma 1,190-250,5,Batch,4955,*,4875-9999,15248,2025-06-17 13:00:52+00:00,-1.0
2656,2025-06-17,13:01:47,Programma 1,190-250,7,Batch,4985,*,4875-9999,15112,2025-06-17 13:01:47+00:00,-1.0
2669,2025-06-17,13:01:53,Programma 1,190-250,6,Batch,4917,*,4875-9999,15097,2025-06-17 13:01:53+00:00,-1.0
2692,2025-06-17,13:02:03,Programma 1,190-250,5,Batch,5075,*,4875-9999,15074,2025-06-17 13:02:03+00:00,0.0
2809,2025-06-17,13:02:50,Programma 1,190-250,7,Batch,4914,*,4875-9999,14951,2025-06-17 13:02:50+00:00,-1.0
2841,2025-06-17,13:03:03,Programma 1,190-250,6,Batch,5050,*,4875-9999,14917,2025-06-17 13:03:03+00:00,-1.0
2871,2025-06-17,13:03:15,Programma 1,190-250,5,Batch,5041,*,4875-9999,14887,2025-06-17 13:03:15+00:00,0.0
3012,2025-06-17,13:04:14,Programma 1,190-250,7,Batch,4922,*,4875-9999,14738,2025-06-17 13:04:14+00:00,0.0
3039,2025-06-17,13:04:26,Programma 1,190-250,6,Batch,4901,*,4875-9999,14711,2025-06-17 13:04:26+00:00,0.0
3078,2025-06-17,13:04:41,Programma 1,190-250,5,Batch,4930,*,4875-9999,14670,2025-06-17 13:04:41+00:00,0.0
3214,2025-06-17,13:05:39,Programma 1,190-250,7,Batch,5079,*,4875-9999,14532,2025-06-17 13:05:39+00:00,0.0
3240,2025-06-17,13:05:53,Programma 1,190-250,6,Batch,4886,*,4875-9999,14505,2025-06-17 13:05:53+00:00,0.0
3260,2025-06-17,13:06:04,Programma 1,190-250,5,Batch,4937,*,4875-9999,14484,2025-06-17 13:06:04+00:00,0.0
3399,2025-06-17,13:07:02,Programma 1,190-250,7,Batch,4894,*,4875-9999,14341,2025-06-17 13:07:02+00:00,-1.0
3412,2025-06-17,13:07:09,Programma 1,190-250,6,Batch,4881,*,4875-9999,14328,2025-06-17 13:07:09+00:00,0.0
3445,2025-06-17,13:07:24,Programma 1,190-250,5,Batch,4927,*,4875-9999,14291,2025-06-17 13:07:24+00:00,0.0
3600,2025-06-17,13:08:26,Programma 1,190-250,7,Batch,4902,*,4875-9999,14130,2025-06-17 13:08:26+00:00,0.0
