,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
30,2025-06-12,14:39:35,Programma 1,200-300,6,Batch,5028,*,4855-9999,7878,2025-06-12 14:39:35+00:00,0.0
75,2025-06-12,14:39:57,Programma 1,200-300,5,Batch,5130,*,4855-9999,7827,2025-06-12 14:39:57+00:00,0.0
77,2025-06-12,14:39:58,Programma 1,200-300,7,Batch,5015,*,4855-9999,7825,2025-06-12 14:39:58+00:00,0.0
95,2025-06-12,14:40:05,Programma 1,200-300,6,Batch,4972,*,4855-9999,7807,2025-06-12 14:40:05+00:00,0.0
144,2025-06-12,14:40:28,Programma 1,200-300,7,Batch,4948,*,4855-9999,7755,2025-06-12 14:40:28+00:00,0.0
145,2025-06-12,14:40:28,Programma 1,200-300,5,Batch,5084,*,4855-9999,7754,2025-06-12 14:40:28+00:00,0.0
165,2025-06-12,14:40:37,Programma 1,200-300,6,Batch,4873,*,4855-9999,7732,2025-06-12 14:40:37+00:00,0.0
208,2025-06-12,14:40:57,Programma 1,200-300,7,Batch,4896,*,4855-9999,7685,2025-06-12 14:40:57+00:00,-1.0
214,2025-06-12,14:40:59,Programma 1,200-300,5,Batch,4936,*,4855-9999,7681,2025-06-12 14:40:59+00:00,0.0
234,2025-06-12,14:41:08,Programma 1,200-300,6,Batch,4970,*,4855-9999,7659,2025-06-12 14:41:08+00:00,-1.0
272,2025-06-12,14:41:26,Programma 1,200-300,7,Batch,5033,*,4855-9999,7619,2025-06-12 14:41:26+00:00,0.0
281,2025-06-12,14:41:29,Programma 1,200-300,5,Batch,5038,*,4855-9999,7610,2025-06-12 14:41:29+00:00,0.0
299,2025-06-12,14:41:36,Programma 1,200-300,6,Batch,5078,*,4855-9999,7592,2025-06-12 14:41:36+00:00,0.0
341,2025-06-12,14:41:57,Programma 1,200-300,7,Batch,5054,*,4855-9999,7543,2025-06-12 14:41:57+00:00,0.0
346,2025-06-12,14:41:59,Programma 1,200-300,5,Batch,5082,*,4855-9999,7539,2025-06-12 14:41:59+00:00,0.0
363,2025-06-12,14:42:07,Programma 1,200-300,6,Batch,5078,*,4855-9999,7519,2025-06-12 14:42:07+00:00,-1.0
407,2025-06-12,14:42:28,Programma 1,200-300,7,Batch,4951,*,4855-9999,7469,2025-06-12 14:42:28+00:00,0.0
416,2025-06-12,14:42:31,Programma 1,200-300,5,Batch,5026,*,4855-9999,7460,2025-06-12 14:42:31+00:00,0.0
