,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
1092,2025-06-16,09:18:32,Programma 1,160-195,3,Batch,5018,*,4875-9999,48456,2025-06-16 09:18:32+00:00,0.0
1110,2025-06-16,09:18:40,Programma 1,160-195,4,Batch,4960,*,4875-9999,48436,2025-06-16 09:18:40+00:00,-1.0
1384,2025-06-16,09:20:50,Programma 1,160-195,3,Batch,4973,*,4875-9999,48135,2025-06-16 09:20:50+00:00,0.0
1413,2025-06-16,09:21:02,Programma 1,160-195,4,Batch,5002,*,4875-9999,48104,2025-06-16 09:21:02+00:00,0.0
1679,2025-06-16,09:23:07,Programma 1,160-195,3,Batch,4878,*,4875-9999,47828,2025-06-16 09:23:07+00:00,-1.0
1728,2025-06-16,09:23:29,Programma 1,160-195,4,Batch,4994,*,4875-9999,47777,2025-06-16 09:23:29+00:00,0.0
2178,2025-06-16,09:26:50,Programma 1,160-195,3,Batch,4996,*,4875-9999,47291,2025-06-16 09:26:50+00:00,0.0
2220,2025-06-16,09:27:09,Programma 1,160-195,4,Batch,5030,*,4875-9999,47244,2025-06-16 09:27:09+00:00,-1.0
2786,2025-06-16,09:31:24,Programma 1,160-195,3,Batch,5057,*,4875-9999,46639,2025-06-16 09:31:24+00:00,0.0
2922,2025-06-16,09:32:22,Programma 1,160-195,4,Batch,5040,*,4875-9999,46493,2025-06-16 09:32:22+00:00,-1.0
3525,2025-06-16,09:36:34,Programma 1,160-195,3,Batch,4885,*,4875-9999,45870,2025-06-16 09:36:34+00:00,0.0
3654,2025-06-16,09:37:27,Programma 1,160-195,4,Batch,5019,*,4875-9999,45736,2025-06-16 09:37:27+00:00,0.0
4227,2025-06-16,09:41:48,Programma 1,160-195,3,Batch,4895,*,4875-9999,45126,2025-06-16 09:41:48+00:00,-2.0
4312,2025-06-16,09:42:24,Programma 1,160-195,4,Batch,4965,*,4875-9999,45041,2025-06-16 09:42:24+00:00,-1.0
5122,2025-06-16,09:48:03,Programma 1,160-195,3,Batch,4969,*,4875-9999,44186,2025-06-16 09:48:03+00:00,-1.0
5328,2025-06-16,09:49:33,Programma 1,160-195,4,Batch,5051,*,4875-9999,43970,2025-06-16 09:49:33+00:00,-1.0
5923,2025-06-16,09:53:41,Programma 1,160-195,3,Batch,4943,*,4875-9999,43327,2025-06-16 09:53:41+00:00,0.0
5994,2025-06-16,09:54:11,Programma 1,160-195,4,Batch,4998,*,4875-9999,43252,2025-06-16 09:54:11+00:00,0.0
6207,2025-06-16,09:55:45,Programma 1,160-195,3,Batch,4988,*,4875-9999,43011,2025-06-16 09:55:45+00:00,0.0
6231,2025-06-16,09:55:54,Programma 1,160-195,4,Batch,4954,*,4875-9999,42985,2025-06-16 09:55:54+00:00,0.0
6460,2025-06-16,09:57:34,Programma 1,160-195,3,Batch,4952,*,4875-9999,42738,2025-06-16 09:57:34+00:00,-1.0
6507,2025-06-16,09:57:54,Programma 1,160-195,4,Batch,4958,*,4875-9999,42687,2025-06-16 09:57:54+00:00,0.0
6657,2025-06-16,09:58:57,Programma 1,160-195,3,Batch,5043,*,4875-9999,42529,2025-06-16 09:58:57+00:00,-1.0
6709,2025-06-16,09:59:18,Programma 1,160-195,4,Batch,4978,*,4875-9999,42473,2025-06-16 09:59:18+00:00,0.0
6928,2025-06-16,10:00:50,Programma 1,160-195,3,Batch,4941,*,4875-9999,42234,2025-06-16 10:00:50+00:00,0.0
6962,2025-06-16,10:01:02,Programma 1,160-195,4,Batch,4883,*,4875-9999,42200,2025-06-16 10:01:02+00:00,-1.0
7200,2025-06-16,10:02:44,Programma 1,160-195,3,Batch,4889,*,4875-9999,41946,2025-06-16 10:02:44+00:00,-1.0
7247,2025-06-16,10:03:05,Programma 1,160-195,4,Batch,4905,*,4875-9999,41893,2025-06-16 10:03:05+00:00,0.0
