,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
136,2025-06-13,08:39:32,Programma 1,195-250,6,Batch,4959,*,4855-9999,52071,2025-06-13 08:39:32+00:00,-1.0
201,2025-06-13,08:40:03,Programma 1,195-250,7,Batch,4919,*,4855-9999,51994,2025-06-13 08:40:03+00:00,-1.0
289,2025-06-13,08:40:43,Programma 1,195-250,5,Batch,4910,*,4855-9999,51897,2025-06-13 08:40:43+00:00,0.0
291,2025-06-13,08:40:44,Programma 1,195-250,6,Batch,4950,*,4855-9999,51892,2025-06-13 08:40:44+00:00,-1.0
375,2025-06-13,08:41:22,Programma 1,195-250,7,Batch,4930,*,4855-9999,51799,2025-06-13 08:41:22+00:00,0.0
498,2025-06-13,08:42:18,Programma 1,195-250,5,Batch,4886,*,4855-9999,51656,2025-06-13 08:42:18+00:00,0.0
501,2025-06-13,08:42:19,Programma 1,195-250,6,Batch,4943,*,4855-9999,51653,2025-06-13 08:42:19+00:00,-1.0
592,2025-06-13,08:43:03,Programma 1,195-250,7,Batch,4922,*,4855-9999,51548,2025-06-13 08:43:03+00:00,0.0
722,2025-06-13,08:43:56,Programma 1,195-250,5,Batch,4886,*,4855-9999,51412,2025-06-13 08:43:56+00:00,0.0
724,2025-06-13,08:43:57,Programma 1,195-250,6,Batch,4976,*,4855-9999,51409,2025-06-13 08:43:57+00:00,0.0
809,2025-06-13,08:44:32,Programma 1,195-250,7,Batch,4988,*,4855-9999,51315,2025-06-13 08:44:32+00:00,-1.0
936,2025-06-13,08:45:25,Programma 1,195-250,5,Batch,4894,*,4855-9999,51185,2025-06-13 08:45:25+00:00,0.0
939,2025-06-13,08:45:26,Programma 1,195-250,6,Batch,5017,*,4855-9999,51183,2025-06-13 08:45:26+00:00,0.0
1032,2025-06-13,08:46:01,Programma 1,195-250,7,Batch,4932,*,4855-9999,51091,2025-06-13 08:46:01+00:00,0.0
1157,2025-06-13,08:46:54,Programma 1,195-250,5,Batch,4907,*,4855-9999,50963,2025-06-13 08:46:54+00:00,0.0
1168,2025-06-13,08:46:58,Programma 1,195-250,6,Batch,4994,*,4855-9999,50952,2025-06-13 08:46:58+00:00,0.0
1232,2025-06-13,08:47:27,Programma 1,195-250,7,Batch,4987,*,4855-9999,50885,2025-06-13 08:47:27+00:00,-1.0
1376,2025-06-13,08:48:27,Programma 1,195-250,5,Batch,4922,*,4855-9999,50731,2025-06-13 08:48:27+00:00,-1.0
1380,2025-06-13,08:48:28,Programma 1,195-250,6,Batch,4870,*,4855-9999,50730,2025-06-13 08:48:28+00:00,0.0
1452,2025-06-13,08:49:00,Programma 1,195-250,7,Batch,4887,*,4855-9999,50653,2025-06-13 08:49:00+00:00,0.0
1587,2025-06-13,08:49:55,Programma 1,195-250,5,Batch,4862,*,4855-9999,50512,2025-06-13 08:49:55+00:00,-1.0
1588,2025-06-13,08:49:56,Programma 1,195-250,6,Batch,4938,*,4855-9999,50510,2025-06-13 08:49:56+00:00,-1.0
1669,2025-06-13,08:50:28,Programma 1,195-250,7,Batch,4890,*,4855-9999,50426,2025-06-13 08:50:28+00:00,-1.0
1886,2025-06-13,08:51:52,Programma 1,195-250,5,Batch,5034,*,4855-9999,50207,2025-06-13 08:51:52+00:00,-1.0
1892,2025-06-13,08:51:54,Programma 1,195-250,6,Batch,5030,*,4855-9999,50203,2025-06-13 08:51:54+00:00,0.0
1980,2025-06-13,08:52:29,Programma 1,195-250,7,Batch,5042,*,4855-9999,50113,2025-06-13 08:52:29+00:00,0.0
2143,2025-06-13,08:53:35,Programma 1,195-250,5,Batch,4932,*,4855-9999,49946,2025-06-13 08:53:35+00:00,-1.0
2149,2025-06-13,08:53:37,Programma 1,195-250,6,Batch,4988,*,4855-9999,49940,2025-06-13 08:53:37+00:00,-1.0
2249,2025-06-13,08:54:17,Programma 1,195-250,7,Batch,4878,*,4855-9999,49836,2025-06-13 08:54:17+00:00,-1.0
2429,2025-06-13,08:55:28,Programma 1,195-250,6,Batch,4902,*,4855-9999,49654,2025-06-13 08:55:28+00:00,-1.0
2436,2025-06-13,08:55:31,Programma 1,195-250,5,Batch,5016,*,4855-9999,49647,2025-06-13 08:55:31+00:00,0.0
2507,2025-06-13,08:56:00,Programma 1,195-250,7,Batch,4884,*,4855-9999,49576,2025-06-13 08:56:00+00:00,0.0
2700,2025-06-13,08:57:20,Programma 1,195-250,5,Batch,4891,*,4855-9999,49374,2025-06-13 08:57:20+00:00,-1.0
2703,2025-06-13,08:57:20,Programma 1,195-250,6,Batch,4940,*,4855-9999,49375,2025-06-13 08:57:20+00:00,0.0
2792,2025-06-13,08:57:56,Programma 1,195-250,7,Batch,4887,*,4855-9999,49281,2025-06-13 08:57:56+00:00,-1.0
3009,2025-06-13,08:59:24,Programma 1,195-250,6,Batch,4857,*,4855-9999,49056,2025-06-13 08:59:24+00:00,-1.0
3019,2025-06-13,08:59:29,Programma 1,195-250,5,Batch,4939,*,4855-9999,49044,2025-06-13 08:59:29+00:00,0.0
3118,2025-06-13,09:00:10,Programma 1,195-250,7,Batch,4887,*,4855-9999,48941,2025-06-13 09:00:10+00:00,-1.0
3286,2025-06-13,09:01:19,Programma 1,195-250,6,Batch,4874,*,4855-9999,48763,2025-06-13 09:01:19+00:00,-1.0
3296,2025-06-13,09:01:22,Programma 1,195-250,5,Batch,5045,*,4855-9999,48753,2025-06-13 09:01:22+00:00,0.0
3390,2025-06-13,09:02:01,Programma 1,195-250,7,Batch,4870,*,4855-9999,48656,2025-06-13 09:02:01+00:00,0.0
3596,2025-06-13,09:03:35,Programma 1,195-250,6,Batch,4866,*,4855-9999,48433,2025-06-13 09:03:35+00:00,0.0
3624,2025-06-13,09:03:46,Programma 1,195-250,5,Batch,4887,*,4855-9999,48407,2025-06-13 09:03:46+00:00,0.0
3730,2025-06-13,09:04:30,Programma 1,195-250,7,Batch,4870,*,4855-9999,48301,2025-06-13 09:04:30+00:00,0.0
3916,2025-06-13,09:05:44,Programma 1,195-250,6,Batch,4923,*,4855-9999,48109,2025-06-13 09:05:44+00:00,-1.0
