,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
4717,2025-06-11,09:40:09,Programma 1,160-200,1,Batch,4599,25,*,7106,2025-06-11 09:40:09+00:00,-2.0
4731,2025-06-11,09:40:14,Programma 1,160-200,2,Batch,4515,25,*,7093,2025-06-11 09:40:14+00:00,-1.0
6017,2025-06-11,09:54:24,Programma 1,160-200,1,Batch,4623,25,*,5602,2025-06-11 09:54:24+00:00,0.0
6024,2025-06-11,09:54:29,Programma 1,160-200,2,Batch,4604,25,*,5592,2025-06-11 09:54:29+00:00,0.0
6399,2025-06-11,09:57:59,Programma 1,160-200,1,Batch,4683,25,*,5199,2025-06-11 09:57:59+00:00,-1.0
6412,2025-06-11,09:58:05,Programma 1,160-200,2,Batch,4718,25,*,5185,2025-06-11 09:58:05+00:00,-1.0
7375,2025-06-11,10:07:37,Programma 1,160-200,1,Batch,4734,25,*,4097,2025-06-11 10:07:37+00:00,-1.0
7392,2025-06-11,10:07:48,Programma 1,160-200,2,Batch,4783,25,*,4076,2025-06-11 10:07:48+00:00,0.0
8889,2025-06-11,10:32:17,Programma 1,160-200,1,Batch,4721,25,*,2035,2025-06-11 10:32:17+00:00,0.0
8894,2025-06-11,10:32:18,Programma 1,160-200,2,Batch,4647,25,*,2029,2025-06-11 10:32:18+00:00,-1.0
9587,2025-06-11,10:41:55,Programma 1,160-200,1,Batch,4540,25,*,1121,2025-06-11 10:41:55+00:00,0.0
9588,2025-06-11,10:41:56,Programma 1,160-200,2,Batch,4553,25,*,1118,2025-06-11 10:41:56+00:00,-1.0
