,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
68,2025-06-05,06:00:23,Programma 1,120-160,1,Batch,4694,35,*,53878,2025-06-05 06:00:23+00:00,-1.0
76,2025-06-05,06:00:26,Programma 1,120-160,2,Batch,4653,35,*,53870,2025-06-05 06:00:26+00:00,0.0
139,2025-06-05,06:00:58,Programma 1,120-160,1,Batch,4701,35,*,53791,2025-06-05 06:00:58+00:00,0.0
144,2025-06-05,06:01:01,Programma 1,120-160,2,Batch,4706,35,*,53786,2025-06-05 06:01:01+00:00,0.0
217,2025-06-05,06:01:35,Programma 1,120-160,1,Batch,4610,35,*,53698,2025-06-05 06:01:35+00:00,0.0
218,2025-06-05,06:01:36,Programma 1,120-160,2,Batch,4620,35,*,53695,2025-06-05 06:01:36+00:00,0.0
303,2025-06-05,06:02:10,Programma 1,120-160,1,Batch,4654,35,*,53609,2025-06-05 06:02:10+00:00,-1.0
307,2025-06-05,06:02:12,Programma 1,120-160,2,Batch,4617,35,*,53605,2025-06-05 06:02:12+00:00,0.0
388,2025-06-05,06:02:46,Programma 1,120-160,1,Batch,4620,35,*,53524,2025-06-05 06:02:46+00:00,-1.0
396,2025-06-05,06:02:50,Programma 1,120-160,2,Batch,4596,35,*,53514,2025-06-05 06:02:50+00:00,-1.0
475,2025-06-05,06:03:24,Programma 1,120-160,1,Batch,4620,35,*,53435,2025-06-05 06:03:24+00:00,0.0
481,2025-06-05,06:03:26,Programma 1,120-160,2,Batch,4605,35,*,53429,2025-06-05 06:03:26+00:00,-1.0
556,2025-06-05,06:03:58,Programma 1,120-160,1,Batch,4718,35,*,53351,2025-06-05 06:03:58+00:00,-1.0
564,2025-06-05,06:04:02,Programma 1,120-160,2,Batch,4680,35,*,53342,2025-06-05 06:04:02+00:00,0.0
640,2025-06-05,06:04:32,Programma 1,120-160,1,Batch,4644,35,*,53266,2025-06-05 06:04:32+00:00,0.0
650,2025-06-05,06:04:35,Programma 1,120-160,2,Batch,4725,35,*,53256,2025-06-05 06:04:35+00:00,-1.0
726,2025-06-05,06:05:08,Programma 1,120-160,1,Batch,4614,35,*,53176,2025-06-05 06:05:08+00:00,-1.0
