,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
439,2025-06-17,09:46:53,Programma 1,170-190,4,Batch,4552,25,*,43139,2025-06-17 09:46:53+00:00,-1.0
440,2025-06-17,09:46:54,Programma 1,170-190,3,Batch,4471,25,*,43138,2025-06-17 09:46:54+00:00,0.0
604,2025-06-17,09:48:07,Programma 1,170-190,4,Batch,4501,25,*,42949,2025-06-17 09:48:07+00:00,0.0
612,2025-06-17,09:48:09,Programma 1,170-190,3,Batch,4513,25,*,42941,2025-06-17 09:48:09+00:00,0.0
779,2025-06-17,09:49:25,Programma 1,170-190,3,Batch,4549,25,*,42754,2025-06-17 09:49:25+00:00,0.0
780,2025-06-17,09:49:25,Programma 1,170-190,4,Batch,4494,25,*,42753,2025-06-17 09:49:25+00:00,0.0
965,2025-06-17,09:50:43,Programma 1,170-190,4,Batch,4498,25,*,42562,2025-06-17 09:50:43+00:00,0.0
975,2025-06-17,09:50:48,Programma 1,170-190,3,Batch,4552,25,*,42549,2025-06-17 09:50:48+00:00,0.0
1118,2025-06-17,09:51:51,Programma 1,170-190,4,Batch,4531,25,*,42390,2025-06-17 09:51:51+00:00,0.0
1120,2025-06-17,09:51:51,Programma 1,170-190,3,Batch,4527,25,*,42391,2025-06-17 09:51:51+00:00,0.0
1284,2025-06-17,09:53:01,Programma 1,170-190,3,Batch,4466,25,*,42211,2025-06-17 09:53:01+00:00,-1.0
1282,2025-06-17,09:53:01,Programma 1,170-190,4,Batch,4530,25,*,42213,2025-06-17 09:53:01+00:00,0.0
1437,2025-06-17,09:54:09,Programma 1,170-190,4,Batch,4563,25,*,42053,2025-06-17 09:54:09+00:00,0.0
1444,2025-06-17,09:54:11,Programma 1,170-190,3,Batch,4530,25,*,42044,2025-06-17 09:54:11+00:00,0.0
1572,2025-06-17,09:55:07,Programma 1,170-190,4,Batch,4517,25,*,41907,2025-06-17 09:55:07+00:00,0.0
1585,2025-06-17,09:55:12,Programma 1,170-190,3,Batch,4541,25,*,41893,2025-06-17 09:55:12+00:00,-2.0
1710,2025-06-17,09:56:10,Programma 1,170-190,4,Batch,4538,25,*,41758,2025-06-17 09:56:10+00:00,0.0
1715,2025-06-17,09:56:12,Programma 1,170-190,3,Batch,4488,25,*,41753,2025-06-17 09:56:12+00:00,0.0
1844,2025-06-17,09:57:05,Programma 1,170-190,4,Batch,4464,25,*,41618,2025-06-17 09:57:05+00:00,0.0
1845,2025-06-17,09:57:05,Programma 1,170-190,3,Batch,4471,25,*,41617,2025-06-17 09:57:05+00:00,-1.0
1952,2025-06-17,09:57:54,Programma 1,170-190,3,Batch,4506,25,*,41492,2025-06-17 09:57:54+00:00,-1.0
1951,2025-06-17,09:57:54,Programma 1,170-190,4,Batch,4476,25,*,41493,2025-06-17 09:57:54+00:00,0.0
2055,2025-06-17,09:58:41,Programma 1,170-190,4,Batch,4526,25,*,41377,2025-06-17 09:58:41+00:00,0.0
2060,2025-06-17,09:58:42,Programma 1,170-190,3,Batch,4563,25,*,41373,2025-06-17 09:58:42+00:00,-1.0
2298,2025-06-17,10:00:26,Programma 1,170-190,4,Batch,4532,25,*,41126,2025-06-17 10:00:26+00:00,0.0
2304,2025-06-17,10:00:27,Programma 1,170-190,3,Batch,4542,25,*,41122,2025-06-17 10:00:27+00:00,0.0
2808,2025-06-17,10:04:11,Programma 1,170-190,4,Batch,4565,25,*,40566,2025-06-17 10:04:11+00:00,0.0
2845,2025-06-17,10:04:26,Programma 1,170-190,3,Batch,4519,25,*,40525,2025-06-17 10:04:26+00:00,0.0
3033,2025-06-17,10:05:47,Programma 1,170-190,4,Batch,4539,25,*,40320,2025-06-17 10:05:47+00:00,0.0
3036,2025-06-17,10:05:48,Programma 1,170-190,3,Batch,4563,25,*,40317,2025-06-17 10:05:48+00:00,-1.0
3285,2025-06-17,10:07:39,Programma 1,170-190,4,Batch,4528,25,*,40050,2025-06-17 10:07:39+00:00,0.0
3287,2025-06-17,10:07:40,Programma 1,170-190,3,Batch,4523,25,*,40048,2025-06-17 10:07:40+00:00,0.0
3491,2025-06-17,10:09:16,Programma 1,170-190,4,Batch,4518,25,*,39834,2025-06-17 10:09:16+00:00,-1.0
3500,2025-06-17,10:09:19,Programma 1,170-190,3,Batch,4494,25,*,39824,2025-06-17 10:09:19+00:00,0.0
3906,2025-06-17,10:12:25,Programma 1,170-190,4,Batch,4497,25,*,39383,2025-06-17 10:12:25+00:00,0.0
3923,2025-06-17,10:12:32,Programma 1,170-190,3,Batch,4560,25,*,39361,2025-06-17 10:12:32+00:00,-1.0
4402,2025-06-17,10:15:59,Programma 1,170-190,3,Batch,4545,25,*,38839,2025-06-17 10:15:59+00:00,0.0
4403,2025-06-17,10:15:59,Programma 1,170-190,4,Batch,4518,25,*,38842,2025-06-17 10:15:59+00:00,0.0
4554,2025-06-17,10:17:01,Programma 1,170-190,4,Batch,4501,25,*,38679,2025-06-17 10:17:01+00:00,-1.0
4557,2025-06-17,10:17:02,Programma 1,170-190,3,Batch,4520,25,*,38676,2025-06-17 10:17:02+00:00,-1.0
4693,2025-06-17,10:17:56,Programma 1,170-190,4,Batch,4517,25,*,38537,2025-06-17 10:17:56+00:00,-1.0
4696,2025-06-17,10:17:57,Programma 1,170-190,3,Batch,4520,25,*,38535,2025-06-17 10:17:57+00:00,0.0
4846,2025-06-17,10:19:01,Programma 1,170-190,4,Batch,4509,25,*,38377,2025-06-17 10:19:01+00:00,-1.0
4849,2025-06-17,10:19:02,Programma 1,170-190,3,Batch,4518,25,*,38374,2025-06-17 10:19:02+00:00,0.0
5006,2025-06-17,10:20:08,Programma 1,170-190,3,Batch,4490,25,*,38209,2025-06-17 10:20:08+00:00,0.0
5007,2025-06-17,10:20:08,Programma 1,170-190,4,Batch,4508,25,*,38208,2025-06-17 10:20:08+00:00,-1.0
5123,2025-06-17,10:20:57,Programma 1,170-190,3,Batch,4464,25,*,38081,2025-06-17 10:20:57+00:00,0.0
5124,2025-06-17,10:20:57,Programma 1,170-190,4,Batch,4496,25,*,38083,2025-06-17 10:20:57+00:00,0.0
5253,2025-06-17,10:21:54,Programma 1,170-190,4,Batch,4512,25,*,37934,2025-06-17 10:21:54+00:00,0.0
5257,2025-06-17,10:21:55,Programma 1,170-190,3,Batch,4493,25,*,37930,2025-06-17 10:21:55+00:00,-1.0
5419,2025-06-17,10:23:10,Programma 1,170-190,4,Batch,4528,25,*,37756,2025-06-17 10:23:10+00:00,0.0
5420,2025-06-17,10:23:10,Programma 1,170-190,3,Batch,4577,25,*,37755,2025-06-17 10:23:10+00:00,0.0
5552,2025-06-17,10:24:10,Programma 1,170-190,4,Batch,4514,25,*,37619,2025-06-17 10:24:10+00:00,0.0
5553,2025-06-17,10:24:10,Programma 1,170-190,3,Batch,4524,25,*,37618,2025-06-17 10:24:10+00:00,-1.0
5697,2025-06-17,10:25:16,Programma 1,170-190,4,Batch,4583,25,*,37456,2025-06-17 10:25:16+00:00,0.0
5701,2025-06-17,10:25:17,Programma 1,170-190,3,Batch,4510,25,*,37454,2025-06-17 10:25:17+00:00,0.0
5805,2025-06-17,10:25:59,Programma 1,170-190,4,Batch,4517,25,*,37348,2025-06-17 10:25:59+00:00,0.0
5809,2025-06-17,10:26:01,Programma 1,170-190,3,Batch,4497,25,*,37340,2025-06-17 10:26:01+00:00,-1.0
5924,2025-06-17,10:26:51,Programma 1,170-190,3,Batch,4556,25,*,37216,2025-06-17 10:26:51+00:00,0.0
5926,2025-06-17,10:26:51,Programma 1,170-190,4,Batch,4517,25,*,37214,2025-06-17 10:26:51+00:00,-1.0
