,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
1730,2025-06-05,12:09:38,Programma 2,310-400,7,Batch,5066,,4875-9999,2614,2025-06-05 12:09:38+00:00,0.0
1762,2025-06-05,12:09:54,Programma 2,310-400,5,Batch,5073,,4875-9999,2582,2025-06-05 12:09:54+00:00,-1.0
1810,2025-06-05,12:10:19,Programma 2,310-400,6,Batch,5068,,4875-9999,2534,2025-06-05 12:10:19+00:00,-2.0
1894,2025-06-05,12:11:15,Programma 2,310-400,7,Batch,4974,,4875-9999,2449,2025-06-05 12:11:15+00:00,0.0
1922,2025-06-05,12:11:34,Programma 2,310-400,5,Batch,5057,,4875-9999,2417,2025-06-05 12:11:34+00:00,-1.0
1956,2025-06-05,12:11:52,Programma 2,310-400,6,Batch,5105,,4875-9999,2383,2025-06-05 12:11:52+00:00,0.0
2003,2025-06-05,12:12:13,Programma 2,310-400,7,Batch,5101,,4875-9999,2332,2025-06-05 12:12:13+00:00,0.0
2018,2025-06-05,12:12:18,Programma 2,310-400,5,Batch,4881,,4875-9999,2317,2025-06-05 12:12:18+00:00,0.0
2047,2025-06-05,12:12:30,Programma 2,310-400,6,Batch,5169,,4875-9999,2289,2025-06-05 12:12:30+00:00,0.0
2102,2025-06-05,12:12:57,Programma 2,310-400,7,Batch,5099,,4875-9999,2229,2025-06-05 12:12:57+00:00,-2.0
2122,2025-06-05,12:13:04,Programma 2,310-400,5,Batch,5098,,4875-9999,2213,2025-06-05 12:13:04+00:00,-1.0
2166,2025-06-05,12:13:27,Programma 2,310-400,6,Batch,5132,,4875-9999,2169,2025-06-05 12:13:27+00:00,-1.0
2250,2025-06-05,12:14:09,Programma 2,310-400,7,Batch,5055,,4875-9999,2078,2025-06-05 12:14:09+00:00,0.0
2274,2025-06-05,12:14:21,Programma 2,310-400,5,Batch,5222,,4875-9999,2052,2025-06-05 12:14:21+00:00,-1.0
2301,2025-06-05,12:14:37,Programma 2,310-400,6,Batch,5081,,4875-9999,2023,2025-06-05 12:14:37+00:00,-1.0
2352,2025-06-05,12:15:04,Programma 2,310-400,7,Batch,5174,,4875-9999,1972,2025-06-05 12:15:04+00:00,-2.0
2367,2025-06-05,12:15:13,Programma 2,310-400,5,Batch,5059,,4875-9999,1957,2025-06-05 12:15:13+00:00,-1.0
2391,2025-06-05,12:15:25,Programma 2,310-400,6,Batch,5110,,4875-9999,1933,2025-06-05 12:15:25+00:00,0.0
2473,2025-06-05,12:16:20,Programma 2,310-400,7,Batch,5126,,4875-9999,1851,2025-06-05 12:16:20+00:00,-2.0
2488,2025-06-05,12:16:28,Programma 2,310-400,5,Batch,5092,,4875-9999,1836,2025-06-05 12:16:28+00:00,-1.0
2555,2025-06-05,12:17:07,Programma 2,310-400,6,Batch,5062,,4875-9999,1769,2025-06-05 12:17:07+00:00,0.0
2628,2025-06-05,12:17:45,Programma 2,310-400,7,Batch,5078,,4875-9999,1696,2025-06-05 12:17:45+00:00,0.0
2645,2025-06-05,12:17:53,Programma 2,310-400,5,Batch,4991,,4875-9999,1679,2025-06-05 12:17:53+00:00,-2.0
2719,2025-06-05,12:18:35,Programma 2,310-400,6,Batch,5057,,4875-9999,1605,2025-06-05 12:18:35+00:00,0.0
2803,2025-06-05,12:19:26,Programma 2,310-400,7,Batch,4948,,4875-9999,1519,2025-06-05 12:19:26+00:00,0.0
2828,2025-06-05,12:19:44,Programma 2,310-400,5,Batch,4882,,4875-9999,1494,2025-06-05 12:19:44+00:00,-1.0
2872,2025-06-05,12:20:19,Programma 2,310-400,6,Batch,5003,,4875-9999,1450,2025-06-05 12:20:19+00:00,0.0
2944,2025-06-05,12:21:07,Programma 2,310-400,7,Batch,4886,,4875-9999,1379,2025-06-05 12:21:07+00:00,0.0
2954,2025-06-05,12:21:10,Programma 2,310-400,5,Batch,5103,,4875-9999,1368,2025-06-05 12:21:10+00:00,0.0
3007,2025-06-05,12:21:40,Programma 2,310-400,6,Batch,4948,,4875-9999,1310,2025-06-05 12:21:40+00:00,-2.0
3123,2025-06-05,12:22:49,Programma 2,310-400,7,Batch,5005,,4875-9999,1197,2025-06-05 12:22:49+00:00,-1.0
3155,2025-06-05,12:23:07,Programma 2,310-400,5,Batch,5171,,4875-9999,1165,2025-06-05 12:23:07+00:00,-2.0
3201,2025-06-05,12:23:34,Programma 2,310-400,6,Batch,4974,,4875-9999,1116,2025-06-05 12:23:34+00:00,0.0
3277,2025-06-05,12:24:23,Programma 2,310-400,7,Batch,5065,,4875-9999,1042,2025-06-05 12:24:23+00:00,-1.0
3350,2025-06-05,12:25:12,Programma 2,310-400,5,Batch,5160,,4875-9999,966,2025-06-05 12:25:12+00:00,-1.0
3385,2025-06-05,12:27:12,Programma 2,310-400,6,Batch,4910,,4875-9999,931,2025-06-05 12:27:12+00:00,-1.0
3461,2025-06-05,12:29:34,Programma 2,310-400,7,Batch,4923,,4875-9999,856,2025-06-05 12:29:34+00:00,0.0
3495,2025-06-05,12:30:15,Programma 2,310-400,5,Batch,4920,,4875-9999,821,2025-06-05 12:30:15+00:00,-1.0
3545,2025-06-05,12:31:03,Programma 2,310-400,6,Batch,4989,,4875-9999,771,2025-06-05 12:31:03+00:00,-2.0
3598,2025-06-05,12:31:46,Programma 2,310-400,7,Batch,5006,,4875-9999,716,2025-06-05 12:31:46+00:00,-1.0
3620,2025-06-05,12:32:10,Programma 2,310-400,5,Batch,5004,,4875-9999,694,2025-06-05 12:32:10+00:00,-2.0
3647,2025-06-05,12:32:35,Programma 2,310-400,6,Batch,5007,,4875-9999,667,2025-06-05 12:32:35+00:00,0.0
3697,2025-06-05,12:33:19,Programma 2,310-400,7,Batch,5105,,4875-9999,617,2025-06-05 12:33:19+00:00,0.0
3725,2025-06-05,12:33:43,Programma 2,310-400,5,Batch,5099,,4875-9999,590,2025-06-05 12:33:43+00:00,0.0
3753,2025-06-05,12:34:15,Programma 2,310-400,6,Batch,5045,,4875-9999,560,2025-06-05 12:34:15+00:00,0.0
3810,2025-06-05,12:35:13,Programma 2,310-400,7,Batch,5057,,4875-9999,503,2025-06-05 12:35:13+00:00,0.0
3843,2025-06-05,12:35:46,Programma 2,310-400,5,Batch,4989,,4875-9999,469,2025-06-05 12:35:46+00:00,0.0
3897,2025-06-05,12:37:08,Programma 2,310-400,6,Batch,5015,,4875-9999,413,2025-06-05 12:37:08+00:00,0.0
3999,2025-06-05,12:39:19,Programma 2,310-400,7,Batch,5035,,4875-9999,309,2025-06-05 12:39:19+00:00,-1.0
4027,2025-06-05,12:39:50,Programma 2,310-400,5,Batch,4957,,4875-9999,281,2025-06-05 12:39:50+00:00,-2.0
4065,2025-06-05,12:40:47,Programma 2,310-400,6,Batch,5051,,4875-9999,243,2025-06-05 12:40:47+00:00,-1.0
4160,2025-06-05,12:42:56,Programma 2,310-400,7,Batch,4946,,4875-9999,147,2025-06-05 12:42:56+00:00,-1.0
4205,2025-06-05,12:43:57,Programma 2,310-400,5,Batch,4875,,4875-9999,90,2025-06-05 12:43:57+00:00,0.0
4228,2025-06-05,12:44:28,Programma 2,310-400,6,Batch,5076,,4875-9999,58,2025-06-05 12:44:28+00:00,0.0
