,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
11487,2025-06-17,11:10:24,Programma 1,120-170,1,Batch,4925,*,4875-9999,30915,2025-06-17 11:10:24+00:00,-1.0
11840,2025-06-17,11:13:03,Programma 1,120-170,2,Batch,4971,*,4875-9999,30526,2025-06-17 11:13:03+00:00,0.0
11890,2025-06-17,11:13:25,Programma 1,120-170,1,Batch,4916,*,4875-9999,30471,2025-06-17 11:13:25+00:00,0.0
12107,2025-06-17,11:15:06,Programma 1,120-170,2,Batch,5001,*,4875-9999,30231,2025-06-17 11:15:06+00:00,0.0
12239,2025-06-17,11:16:02,Programma 1,120-170,1,Batch,5000,*,4875-9999,30090,2025-06-17 11:16:02+00:00,0.0
12467,2025-06-17,11:17:44,Programma 1,120-170,2,Batch,4893,*,4875-9999,29835,2025-06-17 11:17:44+00:00,0.0
12568,2025-06-17,11:18:23,Programma 1,120-170,1,Batch,4994,*,4875-9999,29735,2025-06-17 11:18:23+00:00,0.0
12846,2025-06-17,11:20:35,Programma 1,120-170,2,Batch,4999,*,4875-9999,29416,2025-06-17 11:20:35+00:00,0.0
12954,2025-06-17,11:21:27,Programma 1,120-170,1,Batch,4933,*,4875-9999,29295,2025-06-17 11:21:27+00:00,0.0
13106,2025-06-17,11:22:42,Programma 1,120-170,2,Batch,4951,*,4875-9999,29120,2025-06-17 11:22:42+00:00,-1.0
13168,2025-06-17,11:23:10,Programma 1,120-170,1,Batch,4908,*,4875-9999,29052,2025-06-17 11:23:10+00:00,-1.0
13261,2025-06-17,11:23:50,Programma 1,120-170,2,Batch,4910,*,4875-9999,28949,2025-06-17 11:23:50+00:00,-1.0
13337,2025-06-17,11:24:24,Programma 1,120-170,1,Batch,4911,*,4875-9999,28864,2025-06-17 11:24:24+00:00,-1.0
13523,2025-06-17,11:25:51,Programma 1,120-170,2,Batch,4931,*,4875-9999,28654,2025-06-17 11:25:51+00:00,0.0
13722,2025-06-17,11:27:25,Programma 1,120-170,1,Batch,4971,*,4875-9999,28418,2025-06-17 11:27:25+00:00,0.0
14031,2025-06-17,11:29:50,Programma 1,120-170,2,Batch,4948,*,4875-9999,28059,2025-06-17 11:29:50+00:00,0.0
14286,2025-06-17,11:31:39,Programma 1,120-170,1,Batch,4904,*,4875-9999,27792,2025-06-17 11:31:39+00:00,0.0
14502,2025-06-17,11:33:12,Programma 1,120-170,2,Batch,5038,*,4875-9999,27561,2025-06-17 11:33:12+00:00,-1.0
14654,2025-06-17,11:34:18,Programma 1,120-170,1,Batch,4969,*,4875-9999,27392,2025-06-17 11:34:18+00:00,0.0
15207,2025-06-17,11:38:33,Programma 1,120-170,2,Batch,4986,*,4875-9999,26759,2025-06-17 11:38:33+00:00,-2.0
16075,2025-06-17,11:44:54,Programma 1,120-170,1,Batch,5007,*,4875-9999,25817,2025-06-17 11:44:54+00:00,0.0
17049,2025-06-17,11:51:57,Programma 1,120-170,2,Batch,4938,*,4875-9999,24770,2025-06-17 11:51:57+00:00,-1.0
