,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
109,2025-06-13,07:05:36,Programma 1,120-160,1,Batch,4923,*,4875-9999,66014,2025-06-13 07:05:36+00:00,0.0
146,2025-06-13,07:05:51,Programma 1,120-160,2,Batch,4988,*,4875-9999,65974,2025-06-13 07:05:51+00:00,0.0
243,2025-06-13,07:06:33,Programma 1,120-160,1,Batch,5018,*,4875-9999,65868,2025-06-13 07:06:33+00:00,0.0
282,2025-06-13,07:06:48,Programma 1,120-160,2,Batch,4904,*,4875-9999,65829,2025-06-13 07:06:48+00:00,-1.0
368,2025-06-13,07:07:26,Programma 1,120-160,1,Batch,4943,*,4875-9999,65734,2025-06-13 07:07:26+00:00,0.0
400,2025-06-13,07:07:38,Programma 1,120-160,2,Batch,4926,*,4875-9999,65700,2025-06-13 07:07:38+00:00,-1.0
453,2025-06-13,07:08:00,Programma 1,120-160,1,Batch,4924,*,4875-9999,65647,2025-06-13 07:08:00+00:00,-1.0
489,2025-06-13,07:08:15,Programma 1,120-160,2,Batch,4998,*,4875-9999,65603,2025-06-13 07:08:15+00:00,-1.0
550,2025-06-13,07:08:40,Programma 1,120-160,1,Batch,4923,*,4875-9999,65542,2025-06-13 07:08:40+00:00,-1.0
610,2025-06-13,07:09:02,Programma 1,120-160,2,Batch,4946,*,4875-9999,65480,2025-06-13 07:09:02+00:00,-1.0
664,2025-06-13,07:09:26,Programma 1,120-160,1,Batch,4919,*,4875-9999,65421,2025-06-13 07:09:26+00:00,-1.0
710,2025-06-13,07:09:46,Programma 1,120-160,2,Batch,5009,*,4875-9999,65375,2025-06-13 07:09:46+00:00,0.0
759,2025-06-13,07:10:07,Programma 1,120-160,1,Batch,4913,*,4875-9999,65319,2025-06-13 07:10:07+00:00,-1.0
822,2025-06-13,07:10:31,Programma 1,120-160,2,Batch,4962,*,4875-9999,65256,2025-06-13 07:10:31+00:00,-1.0
872,2025-06-13,07:10:50,Programma 1,120-160,1,Batch,4981,*,4875-9999,65206,2025-06-13 07:10:50+00:00,-1.0
926,2025-06-13,07:11:12,Programma 1,120-160,2,Batch,4987,*,4875-9999,65151,2025-06-13 07:11:12+00:00,0.0
977,2025-06-13,07:11:33,Programma 1,120-160,1,Batch,4885,*,4875-9999,65100,2025-06-13 07:11:33+00:00,0.0
1047,2025-06-13,07:12:01,Programma 1,120-160,2,Batch,4993,*,4875-9999,65030,2025-06-13 07:12:01+00:00,0.0
1085,2025-06-13,07:12:17,Programma 1,120-160,1,Batch,4976,*,4875-9999,64991,2025-06-13 07:12:17+00:00,0.0
1139,2025-06-13,07:12:38,Programma 1,120-160,2,Batch,4963,*,4875-9999,64936,2025-06-13 07:12:38+00:00,0.0
1183,2025-06-13,07:12:56,Programma 1,120-160,1,Batch,4939,*,4875-9999,64892,2025-06-13 07:12:56+00:00,-1.0
1248,2025-06-13,07:13:27,Programma 1,120-160,2,Batch,4889,*,4875-9999,64820,2025-06-13 07:13:27+00:00,0.0
1280,2025-06-13,07:13:40,Programma 1,120-160,1,Batch,4913,*,4875-9999,64788,2025-06-13 07:13:40+00:00,0.0
1365,2025-06-13,07:14:13,Programma 1,120-160,2,Batch,4893,*,4875-9999,64701,2025-06-13 07:14:13+00:00,-1.0
1404,2025-06-13,07:14:29,Programma 1,120-160,1,Batch,4898,*,4875-9999,64662,2025-06-13 07:14:29+00:00,0.0
1476,2025-06-13,07:14:59,Programma 1,120-160,2,Batch,4981,*,4875-9999,64582,2025-06-13 07:14:59+00:00,-1.0
1520,2025-06-13,07:15:19,Programma 1,120-160,1,Batch,4967,*,4875-9999,64537,2025-06-13 07:15:19+00:00,0.0
1583,2025-06-13,07:15:48,Programma 1,120-160,2,Batch,4958,*,4875-9999,64465,2025-06-13 07:15:48+00:00,0.0
1635,2025-06-13,07:16:11,Programma 1,120-160,1,Batch,4917,*,4875-9999,64407,2025-06-13 07:16:11+00:00,0.0
1702,2025-06-13,07:16:40,Programma 1,120-160,2,Batch,4935,*,4875-9999,64337,2025-06-13 07:16:40+00:00,-1.0
1752,2025-06-13,07:17:01,Programma 1,120-160,1,Batch,4915,*,4875-9999,64284,2025-06-13 07:17:01+00:00,0.0
1806,2025-06-13,07:17:24,Programma 1,120-160,2,Batch,4882,*,4875-9999,64227,2025-06-13 07:17:24+00:00,-1.0
1859,2025-06-13,07:17:46,Programma 1,120-160,1,Batch,4942,*,4875-9999,64172,2025-06-13 07:17:46+00:00,0.0
1921,2025-06-13,07:18:11,Programma 1,120-160,2,Batch,5004,*,4875-9999,64106,2025-06-13 07:18:11+00:00,0.0
1972,2025-06-13,07:18:33,Programma 1,120-160,1,Batch,4937,*,4875-9999,64051,2025-06-13 07:18:33+00:00,0.0
2034,2025-06-13,07:19:00,Programma 1,120-160,2,Batch,5002,*,4875-9999,63984,2025-06-13 07:19:00+00:00,0.0
2088,2025-06-13,07:19:22,Programma 1,120-160,1,Batch,4908,*,4875-9999,63927,2025-06-13 07:19:22+00:00,-1.0
2146,2025-06-13,07:19:49,Programma 1,120-160,2,Batch,4967,*,4875-9999,63861,2025-06-13 07:19:49+00:00,-1.0
2223,2025-06-13,07:20:21,Programma 1,120-160,1,Batch,4958,*,4875-9999,63779,2025-06-13 07:20:21+00:00,-1.0
2301,2025-06-13,07:20:54,Programma 1,120-160,2,Batch,4997,*,4875-9999,63692,2025-06-13 07:20:54+00:00,-1.0
2418,2025-06-13,07:21:46,Programma 1,120-160,1,Batch,4987,*,4875-9999,63561,2025-06-13 07:21:46+00:00,0.0
2518,2025-06-13,07:22:29,Programma 1,120-160,2,Batch,5003,*,4875-9999,63453,2025-06-13 07:22:29+00:00,-1.0
2654,2025-06-13,07:23:25,Programma 1,120-160,1,Batch,4997,*,4875-9999,63310,2025-06-13 07:23:25+00:00,0.0
2801,2025-06-13,07:24:32,Programma 1,120-160,2,Batch,5030,*,4875-9999,63149,2025-06-13 07:24:32+00:00,0.0
2988,2025-06-13,07:25:47,Programma 1,120-160,1,Batch,4979,*,4875-9999,62958,2025-06-13 07:25:47+00:00,0.0
3235,2025-06-13,07:27:27,Programma 1,120-160,2,Batch,5014,*,4875-9999,62701,2025-06-13 07:27:27+00:00,-1.0
3468,2025-06-13,07:29:02,Programma 1,120-160,1,Batch,4997,*,4875-9999,62456,2025-06-13 07:29:02+00:00,-1.0
3661,2025-06-13,07:30:21,Programma 1,120-160,2,Batch,4936,*,4875-9999,62253,2025-06-13 07:30:21+00:00,-1.0
3810,2025-06-13,07:31:24,Programma 1,120-160,1,Batch,4882,*,4875-9999,62099,2025-06-13 07:31:24+00:00,0.0
4006,2025-06-13,07:32:44,Programma 1,120-160,2,Batch,4925,*,4875-9999,61898,2025-06-13 07:32:44+00:00,0.0
4238,2025-06-13,07:34:17,Programma 1,120-160,1,Batch,4980,*,4875-9999,61657,2025-06-13 07:34:17+00:00,-1.0
4474,2025-06-13,07:35:59,Programma 1,120-160,2,Batch,4913,*,4875-9999,61390,2025-06-13 07:35:59+00:00,0.0
4768,2025-06-13,07:38:19,Programma 1,120-160,1,Batch,4978,*,4875-9999,61037,2025-06-13 07:38:19+00:00,0.0
4914,2025-06-13,07:39:30,Programma 1,120-160,2,Batch,4930,*,4875-9999,60871,2025-06-13 07:39:30+00:00,-1.0
5006,2025-06-13,07:40:08,Programma 1,120-160,1,Batch,4900,*,4875-9999,60773,2025-06-13 07:40:08+00:00,-1.0
5139,2025-06-13,07:41:05,Programma 1,120-160,2,Batch,4892,*,4875-9999,60637,2025-06-13 07:41:05+00:00,-1.0
5217,2025-06-13,07:41:41,Programma 1,120-160,1,Batch,5003,*,4875-9999,60554,2025-06-13 07:41:41+00:00,0.0
5293,2025-06-13,07:42:17,Programma 1,120-160,2,Batch,4875,*,4875-9999,60465,2025-06-13 07:42:17+00:00,-2.0
5347,2025-06-13,07:42:44,Programma 1,120-160,1,Batch,4944,*,4875-9999,60402,2025-06-13 07:42:44+00:00,-1.0
5413,2025-06-13,07:43:19,Programma 1,120-160,2,Batch,4896,*,4875-9999,60321,2025-06-13 07:43:19+00:00,0.0
5475,2025-06-13,07:43:47,Programma 1,120-160,1,Batch,4924,*,4875-9999,60250,2025-06-13 07:43:47+00:00,0.0
5541,2025-06-13,07:44:17,Programma 1,120-160,2,Batch,4918,*,4875-9999,60181,2025-06-13 07:44:17+00:00,0.0
5630,2025-06-13,07:44:56,Programma 1,120-160,1,Batch,4888,*,4875-9999,60087,2025-06-13 07:44:56+00:00,-1.0
5686,2025-06-13,07:45:21,Programma 1,120-160,2,Batch,4943,*,4875-9999,60026,2025-06-13 07:45:21+00:00,-2.0
5768,2025-06-13,07:46:02,Programma 1,120-160,1,Batch,5007,*,4875-9999,59944,2025-06-13 07:46:02+00:00,0.0
5838,2025-06-13,07:46:36,Programma 1,120-160,2,Batch,4912,*,4875-9999,59866,2025-06-13 07:46:36+00:00,-1.0
5900,2025-06-13,07:47:06,Programma 1,120-160,1,Batch,4945,*,4875-9999,59801,2025-06-13 07:47:06+00:00,0.0
5979,2025-06-13,07:47:38,Programma 1,120-160,2,Batch,4961,*,4875-9999,59717,2025-06-13 07:47:38+00:00,-1.0
6063,2025-06-13,07:48:17,Programma 1,120-160,1,Batch,4898,*,4875-9999,59629,2025-06-13 07:48:17+00:00,0.0
6128,2025-06-13,07:48:47,Programma 1,120-160,2,Batch,4991,*,4875-9999,59565,2025-06-13 07:48:47+00:00,0.0
6202,2025-06-13,07:49:23,Programma 1,120-160,1,Batch,4914,*,4875-9999,59476,2025-06-13 07:49:23+00:00,0.0
6273,2025-06-13,07:49:58,Programma 1,120-160,2,Batch,4937,*,4875-9999,59389,2025-06-13 07:49:58+00:00,-1.0
6324,2025-06-13,07:50:24,Programma 1,120-160,1,Batch,4911,*,4875-9999,59332,2025-06-13 07:50:24+00:00,-1.0
6382,2025-06-13,07:50:50,Programma 1,120-160,2,Batch,4877,*,4875-9999,59267,2025-06-13 07:50:50+00:00,0.0
6429,2025-06-13,07:51:09,Programma 1,120-160,1,Batch,4993,*,4875-9999,59218,2025-06-13 07:51:09+00:00,-1.0
6494,2025-06-13,07:51:39,Programma 1,120-160,2,Batch,4890,*,4875-9999,59146,2025-06-13 07:51:39+00:00,-1.0
6545,2025-06-13,07:52:02,Programma 1,120-160,1,Batch,4934,*,4875-9999,59092,2025-06-13 07:52:02+00:00,0.0
6618,2025-06-13,07:52:39,Programma 1,120-160,2,Batch,4876,*,4875-9999,59008,2025-06-13 07:52:39+00:00,-1.0
6655,2025-06-13,07:52:55,Programma 1,120-160,1,Batch,4959,*,4875-9999,58967,2025-06-13 07:52:55+00:00,0.0
6730,2025-06-13,07:53:29,Programma 1,120-160,2,Batch,4959,*,4875-9999,58882,2025-06-13 07:53:29+00:00,-1.0
6789,2025-06-13,07:53:53,Programma 1,120-160,1,Batch,4932,*,4875-9999,58819,2025-06-13 07:53:53+00:00,0.0
6874,2025-06-13,07:54:32,Programma 1,120-160,2,Batch,4883,*,4875-9999,58718,2025-06-13 07:54:32+00:00,-1.0
6934,2025-06-13,07:55:05,Programma 1,120-160,1,Batch,4882,*,4875-9999,58636,2025-06-13 07:55:05+00:00,-1.0
