,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
3701,2025-06-12,15:06:46,Programma 1,130-160,2,Batch,4973,<35,4855-9999,4005,2025-06-12 15:06:46+00:00,-1.0
6568,2025-06-12,15:28:18,Programma 1,130-160,1,Batch,4921,<35,4855-9999,1007,2025-06-12 15:28:18+00:00,-1.0
6729,2025-06-12,15:29:26,Programma 1,130-160,2,Batch,4904,<35,4855-9999,830,2025-06-12 15:29:26+00:00,0.0
6814,2025-06-12,15:30:04,Programma 1,130-160,1,Batch,4942,<35,4855-9999,735,2025-06-12 15:30:04+00:00,0.0
6954,2025-06-12,15:31:01,Programma 1,130-160,2,Batch,4910,<35,4855-9999,584,2025-06-12 15:31:01+00:00,-3.0
7055,2025-06-12,15:31:52,Programma 1,130-160,1,Batch,4901,<35,4855-9999,456,2025-06-12 15:31:52+00:00,0.0
7183,2025-06-12,15:32:48,Programma 1,130-160,2,Batch,4951,<35,4855-9999,309,2025-06-12 15:32:48+00:00,0.0
7246,2025-06-12,15:33:20,Programma 1,130-160,1,Batch,4876,<35,4855-9999,229,2025-06-12 15:33:20+00:00,0.0
7349,2025-06-12,15:34:04,Programma 1,130-160,2,Batch,4961,<35,4855-9999,114,2025-06-12 15:34:04+00:00,0.0
7377,2025-06-12,15:34:34,Programma 1,130-160,1,Batch,4997,<35,4855-9999,52,2025-06-12 15:34:34+00:00,-1.0
