,Date,Time,Programname,Class,Gate,Type,Weight,BatchCount,BatchWeight,file_order,Timestamp,Duration
2702,2025-06-05,12:18:24,Programma 2,290-310,4,Batch,5077,,4875-9999,1621,2025-06-05 12:18:24+00:00,0.0
2812,2025-06-05,12:19:34,Programma 2,290-310,3,Batch,5047,,4875-9999,1509,2025-06-05 12:19:34+00:00,-1.0
2817,2025-06-05,12:19:36,Programma 2,290-310,4,Batch,5098,,4875-9999,1505,2025-06-05 12:19:36+00:00,-1.0
2983,2025-06-05,12:21:26,Programma 2,290-310,3,Batch,5090,,4875-9999,1337,2025-06-05 12:21:26+00:00,-1.0
2988,2025-06-05,12:21:28,Programma 2,290-310,4,Batch,5092,,4875-9999,1332,2025-06-05 12:21:28+00:00,0.0
3113,2025-06-05,12:22:44,Programma 2,290-310,3,Batch,5061,,4875-9999,1211,2025-06-05 12:22:44+00:00,0.0
3116,2025-06-05,12:22:45,Programma 2,290-310,4,Batch,5098,,4875-9999,1204,2025-06-05 12:22:45+00:00,-1.0
3255,2025-06-05,12:24:08,Programma 2,290-310,3,Batch,5098,,4875-9999,1065,2025-06-05 12:24:08+00:00,0.0
3259,2025-06-05,12:24:09,Programma 2,290-310,4,Batch,5067,,4875-9999,1061,2025-06-05 12:24:09+00:00,-1.0
3400,2025-06-05,12:27:41,Programma 2,290-310,3,Batch,5059,,4875-9999,916,2025-06-05 12:27:41+00:00,-6.0
3403,2025-06-05,12:27:57,Programma 2,290-310,4,Batch,5083,,4875-9999,913,2025-06-05 12:27:57+00:00,-2.0
3502,2025-06-05,12:30:19,Programma 2,290-310,3,Batch,5108,,4875-9999,814,2025-06-05 12:30:19+00:00,-2.0
3507,2025-06-05,12:30:23,Programma 2,290-310,4,Batch,5099,,4875-9999,810,2025-06-05 12:30:23+00:00,0.0
3637,2025-06-05,12:32:28,Programma 2,290-310,3,Batch,5094,,4875-9999,677,2025-06-05 12:32:28+00:00,-1.0
3641,2025-06-05,12:32:30,Programma 2,290-310,4,Batch,5094,,4875-9999,673,2025-06-05 12:32:30+00:00,-2.0
3797,2025-06-05,12:35:02,Programma 2,290-310,3,Batch,5097,,4875-9999,516,2025-06-05 12:35:02+00:00,-2.0
3803,2025-06-05,12:35:05,Programma 2,290-310,4,Batch,5111,,4875-9999,510,2025-06-05 12:35:05+00:00,0.0
3913,2025-06-05,12:37:28,Programma 2,290-310,3,Batch,5057,,4875-9999,397,2025-06-05 12:37:28+00:00,-2.0
3918,2025-06-05,12:37:36,Programma 2,290-310,4,Batch,5038,,4875-9999,391,2025-06-05 12:37:36+00:00,-1.0
4071,2025-06-05,12:40:54,Programma 2,290-310,3,Batch,5055,,4875-9999,237,2025-06-05 12:40:54+00:00,-1.0
4072,2025-06-05,12:40:55,Programma 2,290-310,4,Batch,5095,,4875-9999,236,2025-06-05 12:40:55+00:00,-5.0
4175,2025-06-05,12:43:12,Programma 2,290-310,3,Batch,5068,,4875-9999,131,2025-06-05 12:43:12+00:00,0.0
4178,2025-06-05,12:43:13,Programma 2,290-310,4,Batch,5080,,4875-9999,128,2025-06-05 12:43:13+00:00,0.0
